AREA,DEMIX_TILE,LAT,LONG,AVG_ELEV,AVG_SLOPE,AVG_ROUGH,RELIEF,FOREST_PC,URBAN_PC,REF_TYPE,LAND_TYPE,LANDTYP_PC,REC_ID,DEM_LOW_SC,CRITERION,FABDEM,COP,ALOS,NASA,SRTM,ASTER
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,ALOS,ELD_AVG,5.19,5.44,2.6,5.81,5.76,8.07
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,ALOS,ELD_STD,7.12,7.3,4.06,7.84,7.88,10.5
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,FABDEM,ELD_RMSE,7.6,9.33,8.95,12.4,14.18,16.91
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,FABDEM,ELD_MAE,5.6,7.16,8.07,10.29,12.2,13.95
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,FABDEM,ELD_LE90,11.84,14.88,11.99,19.14,21.17,26.84
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,FABDEM,ELD_MEAN,2.66,5.81,7.97,9.61,11.79,13.26
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,ALL,100,4590,FABDEM,ELD_MEDIAN,2.4,5.17,7.64,8.99,11.24,11.93
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,ALOS,ELD_AVG,8,7.99,2.99,8.43,8.3,9.95
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,ALOS,ELD_STD,10.66,10.57,4.35,11.37,11.49,13.09
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,ALOS,ELD_RMSE,12.32,13.84,9.8,16.2,18.35,20.91
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,ALOS,ELD_MAE,9.76,11.2,8.87,13.1,15.29,17.25
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,ALOS,ELD_LE90,18.96,21.36,13.71,24.89,27.42,32.63
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,FABDEM,ELD_MEAN,6.17,8.94,8.78,11.54,14.31,16.3
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,CLIFF,19.89,4594,FABDEM,ELD_MEDIAN,6.69,9.1,8.35,11.21,13.94,15.11
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,ALOS,ELD_AVG,4.67,4.9,2.5,5.42,5.34,7.68
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,ALOS,ELD_STD,6.02,6.35,3.75,6.99,6.9,9.73
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,FABDEM,ELD_RMSE,6.41,8.47,8.58,11.92,13.55,16.58
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,FABDEM,ELD_MAE,5.06,6.86,7.79,10.18,11.96,13.98
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,FABDEM,ELD_LE90,10.34,13.46,11.54,18.55,20.38,26.36
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,FABDEM,ELD_MEAN,2.21,5.61,7.72,9.65,11.66,13.42
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,STEEP,54.7,4593,FABDEM,ELD_MEDIAN,2.36,5.52,7.43,9.39,11.48,12.5
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,ALOS,ELD_AVG,3.5,3.83,2.43,4.32,4.36,6.85
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,ALOS,ELD_STD,4.56,5.05,4.53,5.66,5.71,9.26
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,FABDEM,ELD_RMSE,4.65,6.38,9.02,9.9,11.7,14.19
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,FABDEM,ELD_MAE,3.63,4.84,7.95,8.45,10.4,11.59
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,FABDEM,ELD_LE90,7.46,10.43,11.32,15.63,17.6,23.45
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,FABDEM,ELD_MEAN,0.91,3.89,7.8,8.13,10.22,10.75
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,GENTLE,20.13,4592,FABDEM,ELD_MEDIAN,1.19,3.39,7.52,7.65,9.91,9.2
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,ALOS,ELD_AVG,2.84,2.87,2.37,3.44,3.53,6
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_STD,3.73,3.96,3.78,4.78,4.84,8.04
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_RMSE,3.79,5.18,9.05,8.92,10.82,12.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_MAE,2.95,3.9,8.36,7.83,9.87,10.29
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_LE90,6,8.2,12.04,13.99,15.76,20.56
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_MEAN,0.67,3.35,8.22,7.53,9.68,9.62
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,5.28,4591,FABDEM,ELD_MEDIAN,1.07,3.03,7.89,7.17,9.6,7.87
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,COP,ELD_AVG,2.28,2.2,2.62,2.55,2.59,3.09
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,COP,ELD_STD,2.98,2.91,5.49,3.24,3.26,5.03
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,FABDEM,ELD_RMSE,4.02,4.1,8.95,7.25,9.7,7.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,FABDEM,ELD_MAE,3.28,3.39,8.23,6.57,9.14,6.64
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,FABDEM,ELD_LE90,6.2,6.24,10.46,10.4,13.37,10.29
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,FABDEM,ELD_MEAN,2.7,2.9,7.07,6.49,9.13,5.62
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.31,4596,FABDEM,ELD_MEDIAN,2.72,2.95,7.84,6.58,9.09,6.31
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,ALOS,ELD_AVG,5.22,5.56,2.52,5.91,5.82,8.01
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,ALOS,ELD_STD,6.95,7.28,3.62,7.73,7.63,10.06
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,FABDEM,ELD_RMSE,7.27,9.53,9.09,12.74,14.41,18.12
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,FABDEM,ELD_MAE,5.5,7.5,8.36,10.74,12.57,15.4
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,FABDEM,ELD_LE90,11.63,15.35,12.4,19.73,21.67,28
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,FABDEM,ELD_MEAN,2.13,6.15,8.34,10.13,12.22,15.08
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,71.05,4595,FABDEM,ELD_MEDIAN,2,5.7,7.86,9.63,11.85,14.23
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,ALOS,ELD_AVG,6.21,5.26,3.31,5.5,5.53,6.34
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,ALOS,ELD_STD,8.24,7.25,4.53,7.61,7.74,8.88
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,ALOS,ELD_RMSE,8.44,7.38,5.74,9.19,10.67,12.51
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,ALOS,ELD_MAE,6.35,5.36,4.5,7.09,8.56,9.94
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,ALOS,ELD_LE90,13.54,11.57,8.49,14.16,15.98,19.02
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,COP,ELD_MEAN,-1.8,1.36,3.52,5.16,7.34,8.81
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,4597,COP,ELD_MEDIAN,-1.58,1.18,3.57,5.06,7.26,8.26
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,ALOS,ELD_AVG,9.07,8.3,4.12,8.36,8.41,8.99
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,ALOS,ELD_STD,11.92,11.04,5.35,11.35,11.67,12.25
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,ALOS,ELD_RMSE,12.07,12.02,7.03,13.56,15.49,17.23
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,ALOS,ELD_MAE,9.28,9.42,5.77,10.48,12.24,13.68
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,ALOS,ELD_LE90,19.28,18.58,10.36,20.62,22.99,26.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,FABDEM,ELD_MEAN,1.92,4.74,4.56,7.42,10.19,12.11
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,CLIFF,20.31,4601,FABDEM,ELD_MEDIAN,2.33,5.33,5,7.36,10.09,11.34
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,ALOS,ELD_AVG,5.72,4.81,3.06,5.15,5.07,5.79
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,ALOS,ELD_STD,7.12,6.16,4.03,6.66,6.56,7.71
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,ALOS,ELD_RMSE,7.57,6.22,4.98,8.25,9.5,11.61
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,ALOS,ELD_MAE,5.96,4.91,3.97,6.7,7.98,9.65
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,ALOS,ELD_LE90,12.37,10.11,7.75,13.25,14.81,18.04
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,COP,ELD_MEAN,-2.55,0.84,2.93,4.86,6.87,8.68
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,54.26,4600,COP,ELD_MEDIAN,-2.11,1.2,2.98,5.07,7.09,8.56
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,ALOS,ELD_AVG,4.64,3.28,3.01,3.85,4.05,4.79
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,COP,ELD_STD,5.76,4.22,4.71,5.05,5.25,7.1
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,COP,ELD_RMSE,6.53,4.22,6.1,6.51,8.12,9.74
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,COP,ELD_MAE,4.96,3.27,4.57,5.39,6.99,7.84
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,COP,ELD_LE90,11.15,6.75,8.29,10.18,12.31,14.76
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,ALOS,ELD_MEAN,-3.09,-0.12,3.88,4.11,6.19,6.67
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,GENTLE,20.35,4599,COP,ELD_MEDIAN,-2.28,0.18,3.89,4.45,6.62,6.62
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,COP,ELD_AVG,3.9,2.39,2.85,3.19,3.41,4.57
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,COP,ELD_STD,4.96,3.19,4.18,4.37,4.57,6.45
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,COP,ELD_RMSE,6.03,3.27,5.93,5.56,7.22,8.42
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,COP,ELD_MAE,4.33,2.41,4.81,4.5,6.28,6.56
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,COP,ELD_LE90,10.47,5.07,8.15,8.67,10.79,13.11
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,NASA,ELD_MEAN,-3.42,-0.76,4.2,3.43,5.59,5.43
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,5.09,4598,NASA,ELD_MEDIAN,-2.36,-0.48,4.63,3.5,5.88,5.18
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,COP,ELD_AVG,2.39,2.31,2.65,2.96,3.01,3.48
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,COP,ELD_STD,3.12,3.02,5.39,3.71,3.8,5.31
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,FABDEM,ELD_RMSE,3.55,3.57,8.16,6.64,8.99,7.04
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,FABDEM,ELD_MAE,2.8,2.83,7.31,5.77,8.21,5.95
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,COP,ELD_LE90,5.61,5.59,9.45,10.02,12.94,9.94
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,FABDEM,ELD_MEAN,1.71,1.91,6.13,5.5,8.14,4.63
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.31,4603,FABDEM,ELD_MEDIAN,1.76,1.97,6.94,5.7,8.37,5.48
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,ALOS,ELD_AVG,5.97,5.2,3.16,5.47,5.45,6.16
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,ALOS,ELD_STD,7.72,6.95,4.01,7.3,7.26,8.25
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,ALOS,ELD_RMSE,8.44,6.98,4.88,8.63,9.87,12.61
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,ALOS,ELD_MAE,6.56,5.22,3.96,6.77,8.05,10.31
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,ALOS,ELD_LE90,13.77,11.3,7.87,13.74,15.32,19.28
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,COP,ELD_MEAN,-3.41,0.61,2.78,4.59,6.68,9.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,71.06,4602,COP,ELD_MEDIAN,-3.28,0.6,2.85,4.58,6.7,9.04
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,ALOS,ELD_AVG,9.45,10.54,6.05,10.6,10.46,12.51
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,ALOS,ELD_STD,14.89,15.45,11.52,16.43,16.26,18.45
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,FABDEM,ELD_RMSE,15.02,17.12,16.96,20.23,21.33,23.94
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,FABDEM,ELD_MAE,9.23,10.47,12.89,13.58,15.17,16.77
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,FABDEM,ELD_LE90,21.42,25.95,21.81,30.16,31.63,36.06
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,FABDEM,ELD_MEAN,1.98,7.36,12.45,11.81,13.81,15.25
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,4674,FABDEM,ELD_MEDIAN,0.08,3.17,10,8.05,10.31,10.5
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,ALOS,ELD_AVG,16.27,16.15,9.62,16.94,16.5,17.83
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,ALOS,ELD_STD,22.64,22.49,17.03,24.1,23.74,25.43
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,FABDEM,ELD_RMSE,23.48,26.55,23.64,30.23,31.25,34.69
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,FABDEM,ELD_MAE,17.03,19.61,17.39,22.27,23.53,26.47
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,ALOS,ELD_LE90,30.83,36.61,29,43.68,44.93,50.81
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,FABDEM,ELD_MEAN,6.21,14.11,16.39,18.25,20.32,23.6
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,CLIFF,33.81,4678,FABDEM,ELD_MEDIAN,6.38,13.73,13.52,16.35,18.63,21.16
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,ALOS,ELD_AVG,8.13,8.29,4.96,8.76,8.71,10.79
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,ALOS,ELD_STD,10.72,10.88,8.69,12.32,12.22,15.24
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,FABDEM,ELD_RMSE,10.76,12.86,14.49,16.35,17.58,20.76
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,FABDEM,ELD_MAE,8.1,9.44,11.87,11.98,13.51,15.71
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,FABDEM,ELD_LE90,16.31,20.85,19.98,25.3,26.95,32.34
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,FABDEM,ELD_MEAN,0.97,6.85,11.59,10.75,12.64,14.1
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,25.19,4677,FABDEM,ELD_MEDIAN,0.01,5.57,10.07,8.89,11.06,11.88
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,ALOS,ELD_AVG,4.2,4.3,2.56,4.4,4.48,5.89
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,ALOS,ELD_STD,5.7,6.03,4.26,6.24,6.34,8.38
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,FABDEM,ELD_RMSE,5.8,6.57,10.72,9.7,11.39,12.8
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,FABDEM,ELD_MAE,4.29,4.38,9.92,7.75,9.65,10.1
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,FABDEM,ELD_LE90,9.11,10.12,13.71,14.67,16.58,20.56
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,COP,ELD_MEAN,-1.03,2.6,9.83,7.43,9.46,9.67
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,GENTLE,24.89,4676,COP,ELD_MEDIAN,-1.01,1.44,9.29,6.55,8.84,8.17
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,ALOS,ELD_AVG,2.24,2.31,1.65,2.67,2.7,4.11
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,ALOS,ELD_STD,3.22,3.54,3.2,3.88,3.87,6.19
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,FABDEM,ELD_RMSE,3.29,3.79,10,7.77,9.52,10.25
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,FABDEM,ELD_MAE,2.25,2.32,9.52,6.82,8.75,8.35
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,COP,ELD_LE90,5.07,5,11.63,10.98,12.94,15.15
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,COP,ELD_MEAN,-0.64,1.35,9.47,6.73,8.7,8.17
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,16.11,4675,COP,ELD_MEDIAN,-0.39,0.68,9.19,6.28,8.36,7.11
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM-ALOS,ELD_AVG,1.72,1.76,1.73,2.08,2.04,2.5
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM,ELD_STD,2.31,2.33,3.14,2.67,2.63,3.23
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM,ELD_RMSE,2.38,2.47,10.13,6.76,9.05,7.09
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM,ELD_MAE,1.77,1.84,9.73,6.23,8.66,6.4
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM,ELD_LE90,3.91,4.06,12.16,9.59,11.97,10.23
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,4680,FABDEM,ELD_MEAN,0.59,0.82,9.63,6.21,8.65,6.32
