SORT_area,AREA,DEMIX_TILE,LAT,LONG,AVG_ELEV,AVG_SLOPE,AVG_ROUGH,RELIEF,FOREST_PC,URBAN_PC,REF_TYPE,LAND_TYPE,LANDTYP_PC,REC_ID,DEM_LOW_SC,FABDEM_SCR,COP_SCR,ALOS_SCR,NASA_SCR,SRTM_SCR,ASTER_SCR,COP_ALOS,CRITERION,FABDEM,COP,ALOS,NASA,SRTM,ASTER
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,0,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_AVG,4.33,4.20,3.44,4.35,4.36,7.88
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,1,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_STD,5.80,5.48,4.45,5.58,5.60,10.12
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,2,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_RMSE,5.90,6.60,6.51,8.29,8.08,10.79
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,3,FABDEM-COP-ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,ELD_MAE,4.40,4.86,4.89,6.80,6.56,8.29
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,4,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_LE90,9.77,11.08,11.32,13.37,13.08,17.51
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,5,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_AVG,8.36,7.78,4.42,6.92,6.88,11.63
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,6,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_STD,10.31,9.62,5.63,8.60,8.69,14.70
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,7,ALOS,3.00,5.00,1.00,3.00,3.00,6.00,alos,ELD_RMSE,10.36,11.03,8.72,10.29,10.23,15.79
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,8,ALOS,3.00,5.00,1.00,3.00,3.00,6.00,alos,ELD_MAE,8.40,8.90,6.93,8.35,8.20,12.31
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,9,ALOS,3.00,5.00,1.00,3.00,3.00,6.00,alos,ELD_LE90,16.93,18.26,14.43,16.74,16.51,25.76
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,10,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_AVG,5.52,5.19,3.72,5.23,5.22,8.88
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,11,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_STD,6.91,6.48,4.72,6.55,6.54,11.18
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,12,FABDEM-ALOS,1.50,3.00,1.50,4.50,4.50,6.00,alos,ELD_RMSE,6.97,8.08,7.28,9.28,9.05,12.18
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,13,FABDEM-ALOS,1.50,3.00,1.50,4.50,4.50,6.00,alos,ELD_MAE,5.57,6.45,5.68,7.63,7.41,9.52
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,14,FABDEM,1.00,3.00,2.00,4.50,4.50,6.00,alos,ELD_LE90,11.54,13.35,12.48,14.98,14.69,20.01
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,15,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_AVG,4.14,3.87,3.32,4.14,4.15,7.45
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,16,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_STD,5.24,4.95,4.31,5.20,5.22,9.44
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,17,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_RMSE,5.38,6.11,6.38,8.20,7.98,10.19
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,18,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_MAE,4.23,4.73,4.83,6.79,6.55,7.94
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,19,FABDEM,1.00,2.00,3.00,4.50,4.50,6.00,cop,ELD_LE90,8.87,10.07,11.16,13.18,12.91,16.60
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,20,COP-ALOS,2.00,2.00,3.00,4.00,4.00,6.00,tie,ELD_AVG,2.79,2.76,2.85,3.29,3.31,6.66
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,21,COP-ALOS,3.00,2.00,3.00,3.50,3.50,6.00,tie,ELD_STD,3.78,3.63,3.83,4.13,4.15,8.48
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,22,FABDEM,1.00,2.00,3.00,4.50,4.50,6.00,cop,ELD_RMSE,3.93,4.45,5.39,7.02,6.80,8.82
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,23,FABDEM-COP,1.50,1.50,3.00,4.50,4.50,6.00,cop,ELD_MAE,2.84,3.10,3.94,5.83,5.58,6.87
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,24,FABDEM,1.00,2.00,3.00,4.50,4.50,6.00,cop,ELD_LE90,6.66,7.51,9.43,11.31,11.07,14.25
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.42,25,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_AVG,4.52,4.30,3.45,4.45,4.45,8.07
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.42,26,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,ELD_STD,5.99,5.61,4.45,5.71,5.72,10.32
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.42,27,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_RMSE,6.11,6.81,6.69,8.47,8.26,10.99
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.42,28,FABDEM-COP-ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,ELD_MAE,4.62,5.10,5.10,6.98,6.75,8.46
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.42,29,FABDEM,1.00,2.50,2.50,4.50,4.50,6.00,tie,ELD_LE90,10.07,11.42,11.59,13.58,13.29,17.81
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,30,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_AVG,4.92,3.65,2.84,4.65,4.63,7.61
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,31,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_STD,6.21,4.96,4.14,6.04,6.05,9.81
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,32,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_RMSE,8.87,5.22,4.17,6.10,6.07,9.93
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,33,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_MAE,7.05,3.86,2.93,4.69,4.65,7.77
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,34,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_LE90,14.53,8.48,6.37,10.16,10.11,16.01
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,35,ALOS,4.50,4.50,1.00,2.50,2.50,6.00,alos,ELD_AVG,7.90,7.43,4.30,6.62,6.59,11.11
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,36,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_STD,9.80,9.20,5.52,8.30,8.40,14.00
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,37,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_RMSE,12.72,9.45,5.55,8.36,8.49,14.04
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,38,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_MAE,10.23,7.57,4.39,6.65,6.65,11.19
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,39,ALOS,5.00,4.00,1.00,2.50,2.50,6.00,alos,ELD_LE90,21.27,15.57,8.92,13.64,13.59,22.72
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,40,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_AVG,5.40,4.77,3.17,5.38,5.36,8.42
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,41,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_STD,6.71,5.96,4.44,6.82,6.81,10.68
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,42,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_RMSE,9.90,6.24,4.54,6.82,6.81,10.78
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,43,ALOS,5.50,3.00,1.00,3.00,3.00,5.50,alos,ELD_MAE,8.16,4.98,3.39,5.37,5.36,8.56
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,44,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_LE90,16.11,10.22,6.96,11.22,11.22,17.46
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,GENTLE,34.60,45,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_AVG,4.42,3.38,2.69,4.52,4.51,7.20
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,GENTLE,34.60,46,ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,ELD_STD,5.53,4.34,4.01,5.74,5.74,9.21
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,GENTLE,34.60,47,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_RMSE,8.48,4.64,4.04,5.82,5.79,9.36
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,GENTLE,34.60,48,ALOS,5.50,2.00,1.00,3.50,3.50,5.50,alos,ELD_MAE,6.99,3.63,2.80,4.53,4.50,7.40
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,GENTLE,34.60,49,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_LE90,13.72,7.48,5.83,9.58,9.51,15.19
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FLAT,30.11,50,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,ELD_AVG,3.99,2.23,2.29,3.55,3.53,6.49
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FLAT,30.11,51,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,ELD_STD,4.94,3.14,3.51,4.67,4.67,8.31
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FLAT,30.11,52,COP-ALOS,5.00,1.50,1.50,3.50,3.50,6.00,tie,ELD_RMSE,6.99,3.40,3.51,4.96,4.86,8.45
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FLAT,30.11,53,ALOS,5.00,1.50,1.50,3.50,3.50,6.00,tie,ELD_MAE,5.34,2.43,2.30,3.76,3.67,6.65
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FLAT,30.11,54,ALOS,5.00,1.50,1.50,3.50,3.50,6.00,tie,ELD_LE90,11.88,5.44,5.02,8.16,8.04,13.71
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FOREST,91.42,55,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_AVG,4.88,3.75,2.89,4.76,4.75,7.71
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FOREST,91.42,56,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,ELD_STD,6.21,5.07,4.20,6.16,6.17,9.94
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FOREST,91.42,57,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_RMSE,9.20,5.35,4.24,6.20,6.18,10.11
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FOREST,91.42,58,ALOS,5.50,2.00,1.00,3.50,3.50,5.50,alos,ELD_MAE,7.46,4.00,3.00,4.76,4.74,7.94
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,FOREST,91.42,59,ALOS,5.00,2.00,1.00,3.50,3.50,6.00,alos,ELD_LE90,14.86,8.68,6.47,10.34,10.30,16.28
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,60,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_AVG,6.15,5.06,5.37,6.10,6.15,10.38
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,61,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_STD,8.66,7.12,7.59,8.33,8.49,13.97
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,62,COP,4.00,1.00,2.00,4.00,4.00,6.00,cop,SMD_RMSE,8.97,7.12,7.62,8.59,8.72,14.01
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,63,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_MAE,6.26,5.06,5.38,6.13,6.17,10.46
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,ALL,100.00,64,COP,5.00,1.00,2.00,3.50,3.50,6.00,cop,SMD_LE90,14.13,11.50,12.52,13.55,13.57,22.30
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,65,ALOS,4.50,1.50,1.50,3.50,4.00,6.00,tie,SMD_AVG,11.09,8.04,7.78,10.46,10.61,17.64
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,66,ALOS,4.50,1.50,1.50,3.00,4.50,6.00,tie,SMD_STD,14.48,10.48,10.21,13.37,14.30,22.78
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,67,ALOS,3.00,2.00,1.00,4.00,5.00,6.00,alos,SMD_RMSE,17.85,11.99,10.71,18.35,19.30,27.15
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,68,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_MAE,13.39,9.14,8.14,14.54,15.03,21.95
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,CLIFF,6.74,69,ALOS,3.00,2.00,1.00,4.00,5.00,6.00,alos,SMD_LE90,29.27,19.72,17.89,30.32,31.05,43.72
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,70,COP-ALOS,5.00,1.50,2.00,3.50,3.00,6.00,tie,SMD_AVG,7.44,5.91,6.15,6.74,6.64,11.24
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,71,COP,5.00,1.00,3.00,3.00,3.00,6.00,cop,SMD_STD,9.66,7.89,8.39,8.59,8.48,14.36
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,72,COP-ALOS,5.00,1.50,1.50,3.50,3.50,6.00,tie,SMD_RMSE,10.95,8.11,8.46,10.15,10.05,15.14
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,73,COP-ALOS,4.50,1.50,1.50,4.00,3.50,6.00,tie,SMD_MAE,8.44,6.13,6.23,7.99,7.90,12.12
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,STEEP,25.77,74,COP,5.00,1.00,2.00,3.50,3.50,6.00,cop,SMD_LE90,18.28,13.42,14.08,16.82,16.64,24.42
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,75,COP-ALOS-NASA-SRTM,3.50,2.50,3.00,3.00,3.00,6.00,tie,SMD_AVG,5.39,4.75,4.99,4.98,5.04,8.34
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,76,NASA-SRTM,4.50,2.50,3.00,2.50,2.50,6.00,tie,SMD_STD,7.08,6.46,6.88,6.41,6.46,10.65
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,77,COP-ALOS-NASA-SRTM,4.50,2.50,3.00,2.50,2.50,6.00,tie,SMD_RMSE,7.30,6.46,6.91,6.56,6.58,10.80
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,78,COP-ALOS-NASA-SRTM,4.00,2.50,2.50,3.00,3.00,6.00,tie,SMD_MAE,5.60,4.74,4.96,5.14,5.15,8.31
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,GENTLE,34.56,79,COP-NASA-SRTM,5.00,2.00,3.50,2.00,2.50,6.00,cop,SMD_LE90,12.12,10.47,11.32,10.82,10.86,16.84
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,80,COP-NASA-SRTM,2.50,2.50,5.00,2.50,2.50,6.00,cop,SMD_AVG,3.84,3.80,4.41,3.81,3.90,6.93
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,81,NASA-SRTM,2.50,2.50,5.00,2.50,2.50,6.00,cop,SMD_STD,5.36,5.23,6.11,5.00,5.12,8.99
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,82,NASA-SRTM,2.50,2.50,5.00,2.50,2.50,6.00,cop,SMD_RMSE,5.43,5.65,6.84,5.39,5.51,11.97
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,83,FABDEM-COP-NASA-SRTM,2.50,2.50,5.00,2.50,2.50,6.00,cop,SMD_MAE,3.79,3.87,4.59,4.00,4.08,9.08
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FLAT,32.93,84,FABDEM-NASA,1.50,3.00,5.00,2.50,3.00,6.00,cop,SMD_LE90,8.27,8.86,10.91,8.62,8.82,19.43
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.21,85,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_AVG,6.36,5.21,5.47,6.25,6.29,10.60
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.21,86,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_STD,8.88,7.26,7.69,8.51,8.67,14.25
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.21,87,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_RMSE,9.21,7.26,7.71,8.78,8.93,14.27
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.21,88,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_MAE,6.48,5.21,5.47,6.30,6.34,10.65
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DTM,FOREST,91.21,89,COP,5.00,1.00,2.00,3.50,3.50,6.00,cop,SMD_LE90,14.47,11.73,12.71,13.85,13.86,22.72
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,90,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_AVG,6.74,4.72,4.81,6.92,6.96,10.64
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,91,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_STD,9.29,6.63,7.09,9.46,9.58,14.27
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,92,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_RMSE,9.88,6.66,7.09,9.95,10.05,14.27
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,93,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_MAE,7.00,4.72,4.81,7.06,7.09,10.64
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,ALL,100.00,94,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_LE90,15.69,10.58,10.78,15.88,15.86,22.77
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,95,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_AVG,11.82,7.41,7.59,11.95,12.00,18.04
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,96,COP,4.00,1.00,2.00,3.50,4.50,6.00,cop,SMD_STD,15.21,9.77,10.69,14.90,15.64,23.05
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,97,COP-ALOS,3.00,1.50,1.50,4.00,5.00,6.00,tie,SMD_RMSE,18.78,10.83,11.15,20.45,21.22,27.90
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,98,ALOS,3.00,1.50,1.50,4.50,4.50,6.00,tie,SMD_MAE,13.93,8.01,7.59,15.91,16.34,22.74
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,CLIFF,7.11,99,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,31.95,17.97,17.18,34.81,35.21,45.37
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,100,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_AVG,7.92,5.54,5.67,7.67,7.57,11.19
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,101,COP-ALOS,4.50,1.50,1.50,4.00,3.50,6.00,tie,SMD_STD,10.18,7.43,7.83,9.71,9.60,14.31
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,102,COP-ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_RMSE,12.08,7.80,8.05,11.91,11.81,15.37
01-norway,norway,N59TE009G,59.4500000,9.9166670,284.14,21.75,7.53,563.75,90.70,0.05,DSM,STEEP,28.18,103,ALOS,4.00,1.50,1.50,4.00,4.00,6.00,tie,SMD_MAE,9.27,5.76,5.75,9.32,9.22,12.38
