SORT_area,AREA,DEMIX_TILE,LAT,LONG,AVG_ELEV,AVG_SLOPE,AVG_ROUGH,RELIEF,FOREST_PC,URBAN_PC,REF_TYPE,LAND_TYPE,LANDTYP_PC,REC_ID,DEM_LOW_SC,FABDEM_SCR,COP_SCR,ALOS_SCR,NASA_SCR,SRTM_SCR,ASTER_SCR,COP_ALOS,CRITERION,FABDEM,COP,ALOS,NASA,SRTM,ASTER
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3407,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_RMSE,16.03,14.79,8.65,20.44,20.26,23.16
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3408,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_MAE,11.44,10.60,4.89,15.41,15.31,18.22
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3409,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,25.52,23.77,9.90,31.26,31.04,37.06
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3410,ALOS,3.50,2.50,1.00,4.00,4.00,6.00,alos,SMD_AVG,8.40,8.09,2.88,8.72,8.69,11.15
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3411,ALOS,4.00,3.00,1.00,3.50,3.50,6.00,alos,SMD_STD,11.24,10.74,4.15,11.21,11.19,14.15
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3412,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_RMSE,11.66,11.00,4.29,12.58,12.42,14.76
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3413,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,8.61,8.18,2.99,9.86,9.72,11.77
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3414,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,19.58,18.42,6.47,20.64,20.33,24.28
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3415,ALOS,4.00,4.00,1.00,2.50,3.50,6.00,alos,SMD_AVG,6.84,6.76,2.01,6.21,6.37,7.68
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3416,ALOS,4.50,4.50,1.00,2.50,2.50,6.00,alos,SMD_STD,9.02,8.88,2.89,8.11,8.28,9.91
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3417,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_RMSE,9.19,8.95,3.01,8.73,8.74,9.99
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3418,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_MAE,7.07,6.88,2.12,7.04,7.02,7.89
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3419,ALOS,4.50,3.50,1.00,3.00,3.00,6.00,alos,SMD_LE90,14.30,13.97,4.59,13.69,13.78,15.38
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3420,ALOS,3.00,3.50,1.00,3.50,4.00,6.00,alos,SMD_AVG,2.09,2.24,1.06,2.54,2.63,4.29
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3421,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_STD,3.93,3.98,1.54,3.65,3.82,5.73
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3422,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_RMSE,3.95,4.07,1.55,3.84,4.03,7.08
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3423,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,1.98,2.10,1.06,2.66,2.76,5.21
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3424,ALOS,3.00,3.50,1.00,3.50,4.00,6.00,alos,SMD_LE90,5.22,5.38,2.23,5.62,5.85,11.27
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3425,ALOS,2.00,2.50,1.50,4.50,4.50,6.00,alos,SMD_AVG,2.17,2.59,1.86,3.15,3.16,4.26
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3426,ALOS,2.00,4.00,1.00,4.00,4.00,6.00,alos,SMD_STD,4.21,4.74,3.03,5.18,5.18,6.59
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3427,ALOS,2.50,3.50,1.00,4.00,4.00,6.00,alos,SMD_RMSE,4.28,4.74,3.14,5.21,5.22,6.94
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3428,ALOS,1.50,3.00,1.50,4.50,4.50,6.00,alos,SMD_MAE,2.07,2.63,1.96,3.32,3.35,4.82
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3429,ALOS,2.00,4.00,1.00,4.00,4.00,6.00,alos,SMD_LE90,5.29,7.03,4.51,6.86,7.01,10.84
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3430,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_AVG,5.22,5.03,1.99,6.17,6.19,8.09
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3431,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_STD,8.64,8.25,3.68,9.25,9.29,11.62
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3432,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_RMSE,8.68,8.25,3.70,9.42,9.42,11.63
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3433,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,5.17,5.01,1.99,6.01,6.05,8.16
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3434,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_LE90,13.50,13.04,4.51,14.84,14.87,18.44
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,ALL,100.00,3435,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_AVG,3.96,3.77,2.08,4.98,4.99,6.94
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,ALL,100.00,3436,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_STD,6.94,6.57,3.64,7.85,7.86,10.27
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,ALL,100.00,3437,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_RMSE,6.98,6.57,3.65,7.92,7.91,10.36
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,ALL,100.00,3438,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,3.97,3.77,2.08,4.85,4.88,7.18
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,ALL,100.00,3439,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_LE90,10.64,10.16,4.71,11.96,12.00,16.08
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,CLIFF,6.40,3440,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_AVG,9.76,8.99,5.50,12.01,12.10,15.60
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,CLIFF,6.40,3441,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_STD,13.92,12.69,9.40,17.10,17.08,20.20
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,CLIFF,6.40,3442,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_RMSE,14.70,13.34,9.41,19.65,19.44,22.67
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,CLIFF,6.40,3443,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_MAE,10.26,9.36,5.52,14.62,14.53,17.69
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,CLIFF,6.40,3444,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,22.84,20.93,11.38,29.72,29.43,36.43
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,STEEP,14.32,3445,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_AVG,7.69,7.25,3.45,8.31,8.28,10.97
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,STEEP,14.32,3446,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,SMD_STD,10.40,9.75,4.80,10.74,10.72,13.95
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,STEEP,14.32,3447,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_RMSE,10.67,9.88,4.83,11.90,11.74,14.42
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,STEEP,14.32,3448,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_MAE,7.80,7.27,3.49,9.30,9.16,11.49
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,STEEP,14.32,3449,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,17.56,16.37,7.50,19.42,19.13,23.66
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,GENTLE,12.78,3450,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_AVG,6.41,6.19,2.75,5.94,6.10,7.58
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,GENTLE,12.78,3451,ALOS,4.50,3.50,1.00,3.00,3.00,6.00,alos,SMD_STD,8.44,8.18,3.76,7.74,7.90,9.74
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,GENTLE,12.78,3452,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_RMSE,8.57,8.21,3.80,8.30,8.31,9.79
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,GENTLE,12.78,3453,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_MAE,6.57,6.26,2.79,6.67,6.64,7.74
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,GENTLE,12.78,3454,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_LE90,13.52,13.06,6.03,13.20,13.25,15.22
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FLAT,66.51,3455,ALOS,3.00,3.00,1.00,3.50,4.50,6.00,alos,SMD_AVG,2.08,2.09,1.30,2.54,2.63,4.33
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FLAT,66.51,3456,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_STD,3.72,3.68,1.85,3.56,3.72,5.74
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FLAT,66.51,3457,ALOS,3.50,3.50,1.00,3.50,3.50,6.00,alos,SMD_RMSE,3.72,3.72,1.85,3.68,3.86,6.97
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FLAT,66.51,3458,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,2.04,2.00,1.30,2.60,2.70,5.13
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FLAT,66.51,3459,ALOS,3.00,2.50,1.00,4.00,4.50,6.00,alos,SMD_LE90,5.01,4.93,2.77,5.49,5.70,11.15
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,URBAN,3.66,3460,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_AVG,2.68,2.54,1.90,3.27,3.27,4.41
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,URBAN,3.66,3461,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_STD,4.24,4.20,2.84,4.81,4.79,6.43
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,URBAN,3.66,3462,ALOS,3.50,2.50,1.00,4.00,4.00,6.00,alos,SMD_RMSE,4.58,4.26,2.85,4.83,4.80,6.54
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,URBAN,3.66,3463,ALOS,3.50,2.50,1.00,4.00,4.00,6.00,alos,SMD_MAE,2.91,2.59,1.91,3.22,3.23,4.58
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,URBAN,3.66,3464,ALOS,4.00,2.00,1.00,4.00,4.00,6.00,alos,SMD_LE90,7.21,6.37,4.22,7.03,7.27,10.20
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FOREST,62.90,3465,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_AVG,4.77,4.51,2.40,5.80,5.82,7.86
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FOREST,62.90,3466,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_STD,7.94,7.45,4.18,8.76,8.79,11.32
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FOREST,62.90,3467,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_RMSE,7.97,7.45,4.19,8.90,8.90,11.34
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FOREST,62.90,3468,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,SMD_MAE,4.77,4.51,2.40,5.68,5.72,7.96
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DSM,FOREST,62.90,3469,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,SMD_LE90,12.30,11.73,5.45,13.91,13.96,18.00
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,ALL,100.00,3470,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_AVG,1.05,0.97,0.66,1.95,1.90,2.37
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,ALL,100.00,3471,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_STD,1.76,1.65,1.12,2.62,2.60,3.37
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,ALL,100.00,3472,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_RMSE,1.79,1.65,1.12,2.65,2.61,3.53
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,ALL,100.00,3473,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_MAE,1.04,0.95,0.67,1.90,1.86,2.69
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,ALL,100.00,3474,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_LE90,2.61,2.35,1.34,4.18,4.04,5.19
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3475,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_AVG,2.44,2.32,1.45,3.61,3.71,5.06
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3476,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_STD,3.55,3.40,2.48,4.77,4.96,6.73
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3477,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_RMSE,3.62,3.49,2.53,4.79,4.96,6.77
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3478,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_MAE,2.49,2.36,1.47,3.64,3.72,5.12
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,CLIFF,6.62,3479,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_LE90,5.50,5.28,3.01,7.84,7.91,10.88
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3480,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_AVG,1.55,1.40,0.92,2.54,2.52,3.42
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3481,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_STD,2.36,2.12,1.45,3.42,3.40,4.48
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3482,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_RMSE,2.44,2.18,1.45,3.77,3.69,4.49
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3483,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_MAE,1.66,1.46,0.92,2.88,2.80,3.43
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,STEEP,14.41,3484,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_LE90,3.40,3.06,1.97,5.96,5.79,7.12
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3485,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_AVG,1.16,1.00,0.64,1.74,1.74,2.39
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3486,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_STD,1.68,1.49,1.09,2.37,2.36,3.23
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3487,ALOS,3.00,2.00,1.00,5.00,4.50,5.50,alos,RUFD_RMSE,1.78,1.53,1.14,3.06,2.90,3.25
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3488,ALOS,3.00,2.00,1.00,5.00,5.00,5.00,alos,RUFD_MAE,1.27,1.06,0.69,2.45,2.28,2.42
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,GENTLE,12.90,3489,ALOS,3.00,2.00,1.00,5.00,4.00,6.00,alos,RUFD_LE90,2.69,2.28,1.44,4.79,4.55,5.14
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3490,ALOS,2.50,2.00,1.50,4.50,4.50,6.00,tie,RUFD_AVG,0.72,0.66,0.50,1.33,1.29,1.65
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3491,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_STD,1.26,1.18,0.71,1.83,1.78,2.33
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3492,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_RMSE,1.27,1.19,0.73,1.84,1.81,2.80
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3493,ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,RUFD_MAE,0.72,0.68,0.53,1.40,1.39,2.34
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FLAT,66.07,3494,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_LE90,1.80,1.64,1.00,2.63,2.60,4.19
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3495,ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,RUFD_AVG,0.84,0.88,0.81,1.51,1.43,1.71
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3496,ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,RUFD_STD,1.39,1.44,1.32,2.13,2.06,2.41
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3497,ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,RUFD_RMSE,1.43,1.48,1.40,2.13,2.07,2.58
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3498,FABDEM-COP-ALOS,2.00,2.00,2.00,4.50,4.50,6.00,tie,RUFD_MAE,0.83,0.99,0.99,1.52,1.49,2.06
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,URBAN,3.66,3499,ALOS,2.00,2.50,1.50,4.50,4.50,6.00,alos,RUFD_LE90,2.20,2.27,2.06,3.26,3.07,4.12
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3500,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_AVG,1.21,1.09,0.71,2.08,2.06,2.61
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3501,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_STD,1.97,1.81,1.24,2.81,2.82,3.66
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3502,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_RMSE,2.00,1.81,1.24,2.87,2.85,3.76
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3503,ALOS,2.50,2.50,1.00,4.50,4.50,6.00,alos,RUFD_MAE,1.22,1.08,0.71,2.07,2.04,2.80
04_ebro_delta,ebro_delta,N40YE000F,40.8500000,0.4500000,161.57,14.90,5.07,823.10,62.86,3.65,DTM,FOREST,62.90,3504,ALOS,3.00,2.00,1.00,4.50,4.50,6.00,alos,RUFD_LE90,2.94,2.62,1.48,4.53,4.41,5.63
