AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,GRID_FULL,NUM_PITS,NUM_PEAKS,DIFF_PITS,DIFF_PEAKS
uruguay_1,S31RW057F,COP,md_S31RW057F_1sec_point,DTM,100.00,0,0,-1,0
uruguay_1,S31RW057F,SRTM_egm2008,md_S31RW057F_1sec_point,DTM,100.00,0,0,-1,0
uruguay_1,S31RW057F,ALOS_egm2008,md_S31RW057F_1sec_area,DTM,100.00,0,0,-1,0
uruguay_1,S31RW057F,NASA_egm2008,md_S31RW057F_1sec_point,DTM,100.00,0,0,-1,0
uruguay_1,S31RW057F,ASTER_egm2008,md_S31RW057F_1sec_point,DTM,100.00,0,0,-1,0
uruguay_1,S31RW057F,FABDEM,md_S31RW057F_1sec_point,DTM,100.00,0,0,-1,0
