AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,GRID_FULL,MIN,Max,Mean,STD_DEV,SKEWNESS,KURTOSIS,MEDIAN,N
italy,N46PE010J,md_italy_1sec_point,xxx,xxx,100.00,0.00,255.37,57.98,28.22,0.21,0.59,59.68,130321
italy,N46PE010J,md_italy_1sec_area,xxx,xxx,100.00,0.00,243.84,57.99,28.21,0.21,0.59,59.67,130312
italy,N46PE010J,COP,md_italy_1sec_point,DTM,100.00,0.00,234.70,55.36,26.10,0.21,0.60,56.61,149093
italy,N46PE010J,SRTM_egm2008,md_italy_1sec_point,DTM,100.00,0.00,264.80,53.74,26.19,0.48,1.35,53.95,149093
italy,N46PE010J,ALOS_egm2008,md_italy_1sec_area,DTM,100.00,0.00,221.56,55.69,27.14,0.19,0.26,56.91,149454
italy,N46PE010J,NASA_egm2008,md_italy_1sec_point,DTM,100.00,0.00,240.12,53.51,25.83,0.38,0.93,53.88,149093
italy,N46PE010J,ASTER_egm2008,md_italy_1sec_point,DTM,100.00,0.00,238.25,53.97,26.39,0.42,0.70,53.90,149093
italy,N46PE010J,FABDEM,md_italy_1sec_point,DTM,100.00,0.00,253.29,54.59,26.29,0.23,0.67,55.72,149093
