AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,GRID_FULL,MIN,Max,Mean,STD_DEV,SKEWNESS,KURTOSIS,MEDIAN,N
italy,N46PE010J,md_italy_1sec_point,xxx,xxx,100.00,642.48,2770.32,1406.49,455.43,0.32,-0.73,1374.53,130321
italy,N46PE010J,md_italy_1sec_area,xxx,xxx,100.00,641.32,2768.68,1406.20,455.49,0.32,-0.74,1373.66,130320
italy,N46PE010J,COP,md_italy_1sec_point,DTM,100.00,642.20,2735.20,1425.61,438.60,0.25,-0.67,1404.70,149093
italy,N46PE010J,SRTM_egm2008,md_italy_1sec_point,DTM,100.00,645.69,2743.97,1425.51,438.32,0.25,-0.67,1403.93,149093
italy,N46PE010J,ALOS_egm2008,md_italy_1sec_area,DTM,100.00,652.67,2761.98,1426.74,437.39,0.26,-0.66,1404.83,149454
italy,N46PE010J,NASA_egm2008,md_italy_1sec_point,DTM,100.00,649.69,2743.98,1428.54,438.29,0.25,-0.67,1406.91,149093
italy,N46PE010J,ASTER_egm2008,md_italy_1sec_point,DTM,100.00,644.69,2733.97,1424.60,438.67,0.25,-0.67,1401.85,149093
italy,N46PE010J,FABDEM,md_italy_1sec_point,DTM,100.00,644.11,2729.50,1415.85,439.88,0.27,-0.68,1390.74,149093
