AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,RUFD_MIN,RUFD_Max,RUFD_Mean,RUFD_AVG,RUFD_STD,RUFD_MED,RUFD_RMSE,RUFD_MAE,RUFD_AB_MD,RUFD_AB_MN,RUFD_N,RUFD_LE90,SLOPE_PC
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,STEEP,85.19,-14.37,34.58,1.22,2.18,2.93,0.82,3.17,2.28,1.42,1.22,102530,5.24,92.21
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,ALL,100.00,-15.04,34.58,1.59,2.67,3.51,1.29,3.86,2.88,2.21,1.59,130321,6.22,100
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,FLAT,100.00,-13.95,25.66,1.51,2.72,3.53,1.26,3.84,2.93,0.34,1.51,22289,6.31,17.1
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,STEEP,100.00,-15.04,34.58,1.61,2.66,3.51,1.30,3.86,2.87,1.76,1.61,108032,6.2,82.9
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,ALL,100.00,-15.04,34.58,1.60,2.35,3.06,1.28,3.46,2.59,1.95,1.60,130321,5.74,100
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-13.95,25.66,0.74,2.07,2.80,0.56,2.89,2.11,0.12,0.74,9037,4.72,6.93
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-15.04,34.58,1.66,2.36,3.07,1.34,3.49,2.62,1.77,1.66,121284,5.81,93.07
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,ALL,85.04,-15.04,34.58,1.22,2.30,3.10,0.85,3.34,2.40,1.70,1.22,110975,5.49,100
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,FLAT,85.04,-13.95,25.66,0.75,1.99,2.76,0.51,2.86,2.03,0.15,0.75,10990,4.7,9.9
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,STEEP,85.04,-15.04,34.58,1.27,2.33,3.13,0.89,3.38,2.44,1.48,1.27,99622,5.57,89.77
us_3dep,N38VW124H,NASA,california_coast_point,DTM,ALL,93.85,-20.60,17.59,-2.25,2.77,3.54,-2.00,4.19,3.24,2.58,2.25,122287,7.01,100
us_3dep,N38VW124H,NASA,california_coast_point,DTM,FLAT,93.85,-20.60,15.93,-1.33,2.41,3.20,-0.80,3.46,2.48,0.63,1.33,35895,5.82,29.35
us_3dep,N38VW124H,NASA,california_coast_point,DTM,STEEP,93.85,-20.16,17.59,-2.65,2.81,3.60,-2.54,4.47,3.56,1.68,2.65,86102,7.36,70.41
us_3dep,N38VW124J,NASA,california_coast_point,DTM,ALL,100.00,-20.60,23.79,-1.87,2.68,3.47,-1.92,3.94,3.12,2.63,1.87,130321,6.43,100
us_3dep,N38VW124J,NASA,california_coast_point,DTM,FLAT,100.00,-20.60,15.93,-2.21,2.45,3.14,-1.98,3.84,2.97,0.28,2.21,14946,6.39,11.47
us_3dep,N38VW124J,NASA,california_coast_point,DTM,STEEP,100.00,-20.59,23.79,-1.83,2.71,3.50,-1.91,3.95,3.14,2.29,1.83,115366,6.43,88.52
us_3dep,N38VW124K,NASA,california_coast_point,DTM,ALL,85.19,-20.60,23.79,-1.93,2.47,3.18,-2.01,3.72,2.99,2.57,1.93,110827,6.06,100
us_3dep,N38VW124K,NASA,california_coast_point,DTM,FLAT,85.19,-20.60,15.93,-2.90,2.23,2.85,-2.92,4.07,3.38,0.18,2.90,8235,6.48,7.43
us_3dep,N38VW124K,NASA,california_coast_point,DTM,STEEP,85.19,-20.59,23.79,-1.86,2.48,3.19,-1.93,3.69,2.96,2.34,1.86,102222,6.02,92.24
us_3dep,N38XW124H,NASA,california_coast_point,DTM,ALL,100.00,-25.99,23.79,-2.27,2.79,3.56,-2.23,4.22,3.35,2.81,2.27,130321,6.9,100
us_3dep,N38XW124H,NASA,california_coast_point,DTM,FLAT,100.00,-20.60,15.93,-1.65,2.64,3.32,-1.10,3.71,2.76,0.44,1.65,22276,6.32,17.09
us_3dep,N38XW124H,NASA,california_coast_point,DTM,STEEP,100.00,-25.99,23.79,-2.39,2.79,3.59,-2.44,4.32,3.47,2.26,2.39,108036,6.99,82.9
us_3dep,N38XW124J,NASA,california_coast_point,DTM,ALL,100.00,-25.99,23.79,-2.03,2.57,3.32,-1.99,3.89,3.08,2.57,2.03,130321,6.33,100
us_3dep,N38XW124J,NASA,california_coast_point,DTM,FLAT,100.00,-20.60,15.93,-2.44,2.36,3.06,-2.28,3.91,3.09,0.17,2.44,9045,6.36,6.94
us_3dep,N38XW124J,NASA,california_coast_point,DTM,STEEP,100.00,-25.99,23.79,-2.00,2.58,3.34,-1.97,3.89,3.08,2.36,2.00,121276,6.32,93.06
us_3dep,N38XW124K,NASA,california_coast_point,DTM,ALL,85.04,-25.99,23.79,-2.18,2.60,3.37,-2.11,4.02,3.16,2.64,2.18,110827,6.56,100
us_3dep,N38XW124K,NASA,california_coast_point,DTM,FLAT,85.04,-20.60,15.93,-2.44,2.44,3.14,-2.23,3.98,3.11,0.24,2.44,10895,6.63,9.83
us_3dep,N38XW124K,NASA,california_coast_point,DTM,STEEP,85.04,-25.99,23.79,-2.15,2.61,3.39,-2.10,4.02,3.17,2.33,2.15,99571,6.55,89.84
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,ALL,93.85,-20.62,28.98,-0.65,3.23,4.24,-0.44,4.29,3.26,2.55,0.65,122287,7.05,100
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,FLAT,93.85,-20.62,18.30,-0.16,2.68,3.65,0.11,3.65,2.68,0.64,0.16,35895,5.95,29.35
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,STEEP,93.85,-19.85,28.98,-0.85,3.43,4.45,-0.91,4.53,3.51,1.69,0.85,86102,7.38,70.41
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,ALL,100.00,-22.10,28.98,-0.90,3.12,4.05,-1.02,4.15,3.23,2.64,0.90,130321,6.8,100
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-20.62,18.30,-1.26,2.81,3.63,-1.07,3.84,2.94,0.27,1.26,14946,6.39,11.47
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-22.10,28.98,-0.85,3.16,4.10,-1.02,4.19,3.27,2.28,0.85,115366,6.85,88.52
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,ALL,85.19,-22.10,32.96,-0.77,3.16,4.08,-0.99,4.16,3.26,2.68,0.77,110827,6.75,100
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,FLAT,85.19,-20.62,18.30,-1.36,3.04,3.94,-1.52,4.17,3.30,0.19,1.36,8235,6.74,7.43
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,STEEP,85.19,-22.10,32.96,-0.73,3.17,4.09,-0.95,4.15,3.25,2.44,0.73,102222,6.75,92.24
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,ALL,100.00,-26.00,32.96,-0.71,3.49,4.50,-0.72,4.55,3.54,2.87,0.71,130321,7.39,100
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,FLAT,100.00,-25.97,18.30,-0.43,3.18,4.07,0.21,4.09,3.15,0.46,0.43,22276,6.7,17.09
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,STEEP,100.00,-26.00,32.96,-0.77,3.54,4.58,-0.91,4.64,3.62,2.32,0.77,108036,7.51,82.9
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,ALL,100.00,-26.00,32.96,-0.94,3.05,3.95,-0.98,4.06,3.16,2.56,0.94,130321,6.65,100
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-25.97,18.30,-1.57,2.87,3.70,-1.43,4.02,3.12,0.16,1.57,9045,6.72,6.94
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-26.00,32.96,-0.89,3.06,3.96,-0.94,4.06,3.16,2.35,0.89,121276,6.65,93.06
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,ALL,85.04,-26.00,32.96,-1.04,3.13,4.06,-1.09,4.19,3.26,2.65,1.04,110827,6.88,100
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,FLAT,85.04,-25.97,18.30,-1.12,2.93,3.81,-0.90,3.97,3.03,0.24,1.12,10895,6.57,9.83
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,STEEP,85.04,-26.00,32.96,-1.04,3.15,4.09,-1.12,4.22,3.29,2.33,1.04,99571,6.91,89.84
us_3dep,N39PW113H,COP,canyon_range_point,DTM,ALL,88.75,-2.92,5.34,0.18,0.16,0.25,0.19,0.31,0.24,0.21,0.18,115664,0.43,100
us_3dep,N39PW113H,COP,canyon_range_point,DTM,FLAT,88.75,-2.92,5.34,0.18,0.16,0.25,0.19,0.31,0.24,0.21,0.18,114967,0.43,99.4
us_3dep,N39PW113H,COP,canyon_range_point,DTM,STEEP,88.75,-2.04,1.66,-0.05,0.51,0.64,-0.09,0.64,0.51,0.00,0.05,326,1.09,0.28
us_3dep,N39PW113J,COP,canyon_range_point,DTM,ALL,87.65,-4.50,5.34,0.07,0.31,0.46,0.13,0.46,0.33,0.25,0.07,114225,0.68,100
us_3dep,N39PW113J,COP,canyon_range_point,DTM,FLAT,87.65,-2.95,5.34,0.09,0.27,0.39,0.15,0.40,0.30,0.22,0.09,99755,0.6,87.33
us_3dep,N39PW113J,COP,canyon_range_point,DTM,STEEP,87.65,-4.50,4.54,-0.12,0.51,0.72,-0.17,0.73,0.53,0.03,0.12,14101,1.11,12.34
us_3dep,N39PW113K,COP,canyon_range_point,DTM,ALL,86.61,-28.52,19.01,-0.08,0.96,1.54,-0.06,1.54,0.96,0.57,0.08,112868,2.3,100
us_3dep,N39PW113K,COP,canyon_range_point,DTM,FLAT,86.61,-9.02,7.04,-0.07,0.50,0.78,-0.01,0.79,0.49,0.15,0.07,38549,1.13,34.15
us_3dep,N39PW113K,COP,canyon_range_point,DTM,STEEP,86.61,-28.52,19.01,-0.10,1.20,1.81,-0.13,1.81,1.20,0.32,0.10,73952,2.73,65.52
us_3dep,N39PW113L,COP,canyon_range_point,DTM,ALL,85.68,-28.52,26.23,-0.11,0.88,1.52,0.01,1.52,0.87,0.47,0.11,111659,2.04,100
us_3dep,N39PW113L,COP,canyon_range_point,DTM,FLAT,85.68,-9.02,7.43,0.07,0.44,0.73,0.10,0.74,0.45,0.17,0.07,52094,1.07,46.65
us_3dep,N39PW113L,COP,canyon_range_point,DTM,STEEP,85.68,-28.52,26.23,-0.28,1.22,1.94,-0.26,1.96,1.24,0.20,0.28,59189,2.66,53.01
us_3dep,N39QW113G,COP,canyon_range_point,DTM,ALL,85.46,-28.52,26.23,0.17,0.16,0.27,0.15,0.32,0.21,0.17,0.17,111380,0.39,100
us_3dep,N39QW113G,COP,canyon_range_point,DTM,FLAT,85.46,-9.02,7.43,0.17,0.16,0.27,0.15,0.32,0.21,0.17,0.17,111093,0.39,99.74
us_3dep,N39QW113H,COP,canyon_range_point,DTM,ALL,100.00,-28.52,26.23,0.13,0.36,0.53,0.19,0.55,0.40,0.31,0.13,130321,0.81,100
us_3dep,N39QW113H,COP,canyon_range_point,DTM,FLAT,100.00,-9.02,7.43,0.18,0.30,0.44,0.22,0.48,0.36,0.27,0.18,114496,0.7,87.86
us_3dep,N39QW113H,COP,canyon_range_point,DTM,STEEP,100.00,-28.52,26.23,-0.27,0.65,0.88,-0.28,0.92,0.70,0.04,0.27,15825,1.45,12.14
us_3dep,N39QW113J,COP,canyon_range_point,DTM,ALL,100.00,-28.52,26.23,-0.07,0.85,1.35,-0.06,1.35,0.85,0.52,0.07,130321,1.97,100
us_3dep,N39QW113J,COP,canyon_range_point,DTM,FLAT,100.00,-13.48,7.96,-0.02,0.49,0.74,-0.01,0.74,0.49,0.17,0.02,51678,1.12,39.65
us_3dep,N39QW113J,COP,canyon_range_point,DTM,STEEP,100.00,-28.52,26.23,-0.10,1.08,1.62,-0.14,1.63,1.09,0.27,0.10,78643,2.47,60.35
us_3dep,N39QW113K,COP,canyon_range_point,DTM,ALL,100.00,-40.39,35.76,0.03,0.63,1.39,0.11,1.39,0.64,0.27,0.03,130321,1.58,100
us_3dep,N39QW113K,COP,canyon_range_point,DTM,FLAT,100.00,-21.90,13.85,0.12,0.30,0.60,0.14,0.61,0.33,0.17,0.12,84632,0.7,64.94
us_3dep,N39QW113K,COP,canyon_range_point,DTM,STEEP,100.00,-40.39,35.76,-0.15,1.21,2.19,-0.12,2.19,1.21,0.09,0.15,45689,2.62,35.06
us_3dep,N39QW113L,COP,canyon_range_point,DTM,ALL,100.00,-40.39,35.76,-0.07,0.87,1.35,0.02,1.35,0.86,0.50,0.07,130321,2.07,100
us_3dep,N39QW113L,COP,canyon_range_point,DTM,FLAT,100.00,-21.90,13.85,0.09,0.42,0.76,0.11,0.77,0.43,0.14,0.09,50278,1.13,38.58
us_3dep,N39QW113L,COP,canyon_range_point,DTM,STEEP,100.00,-40.39,35.76,-0.17,1.12,1.61,-0.22,1.62,1.13,0.24,0.17,80043,2.45,61.42
us_3dep,N39RW113G,COP,canyon_range_point,DTM,ALL,100.00,-40.39,35.76,0.05,0.22,0.48,0.05,0.49,0.23,0.14,0.05,130321,0.41,100
us_3dep,N39RW113G,COP,canyon_range_point,DTM,FLAT,100.00,-21.90,13.85,0.05,0.22,0.47,0.05,0.48,0.22,0.14,0.05,129665,0.41,99.5
us_3dep,N39RW113G,COP,canyon_range_point,DTM,STEEP,100.00,-40.39,35.76,-0.51,1.11,1.45,-0.55,1.53,1.21,0.00,0.51,656,2.5,0.5
us_3dep,N39RW113H,COP,canyon_range_point,DTM,ALL,100.00,-40.39,35.76,0.01,0.50,0.77,0.08,0.77,0.50,0.32,0.01,130321,1.16,100
us_3dep,N39RW113H,COP,canyon_range_point,DTM,FLAT,100.00,-21.90,13.85,0.10,0.37,0.59,0.13,0.60,0.39,0.22,0.10,93837,0.85,72
us_3dep,N39RW113H,COP,canyon_range_point,DTM,STEEP,100.00,-40.39,35.76,-0.22,0.75,1.06,-0.22,1.09,0.77,0.08,0.22,36484,1.64,28
us_3dep,N39RW113J,COP,canyon_range_point,DTM,ALL,100.00,-46.45,35.76,-0.22,1.51,2.54,-0.13,2.55,1.51,0.94,0.22,130321,3.4,100
us_3dep,N39RW113J,COP,canyon_range_point,DTM,FLAT,100.00,-37.03,16.60,-0.17,1.28,2.11,-0.00,2.12,1.26,0.07,0.17,12086,3.18,9.27
us_3dep,N39RW113J,COP,canyon_range_point,DTM,STEEP,100.00,-46.45,35.76,-0.22,1.53,2.58,-0.15,2.59,1.54,0.82,0.22,118235,3.42,90.73
us_3dep,N39RW113K,COP,canyon_range_point,DTM,ALL,100.00,-46.45,35.76,-0.08,0.77,1.72,0.07,1.72,0.75,0.28,0.08,130321,1.86,100
us_3dep,N39RW113K,COP,canyon_range_point,DTM,FLAT,100.00,-37.03,16.60,0.08,0.26,0.48,0.10,0.49,0.28,0.16,0.08,85033,0.54,65.25
us_3dep,N39RW113K,COP,canyon_range_point,DTM,STEEP,100.00,-46.45,35.76,-0.37,1.62,2.82,-0.18,2.85,1.62,0.08,0.37,45288,3.64,34.75
us_3dep,N39RW113L,COP,canyon_range_point,DTM,ALL,100.00,-46.45,35.76,-0.08,0.58,0.96,-0.02,0.96,0.57,0.30,0.08,130321,1.46,100
us_3dep,N39RW113L,COP,canyon_range_point,DTM,FLAT,100.00,-37.03,16.60,-0.01,0.46,0.82,-0.00,0.82,0.46,0.20,0.01,98148,1.14,75.31
us_3dep,N39RW113L,COP,canyon_range_point,DTM,STEEP,100.00,-46.45,35.76,-0.31,0.89,1.27,-0.32,1.30,0.94,0.04,0.31,32173,2.04,24.69
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,ALL,88.75,-3.85,4.10,1.14,0.44,0.62,1.18,1.30,1.20,1.19,1.14,115664,1.83,100
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,FLAT,88.75,-3.85,4.10,1.15,0.44,0.61,1.18,1.30,1.20,1.18,1.15,114967,1.83,99.4
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,STEEP,88.75,-3.60,2.84,-0.33,1.17,1.43,-0.43,1.46,1.21,0.01,0.33,326,2.44,0.28
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,ALL,87.65,-6.44,5.30,0.65,0.99,1.24,0.97,1.40,1.21,1.19,0.65,114225,2.09,100
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,FLAT,87.65,-6.44,5.30,0.82,0.87,1.12,1.08,1.39,1.22,1.08,0.82,99755,2.06,87.33
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,STEEP,87.65,-5.53,5.20,-0.57,1.06,1.34,-0.61,1.46,1.17,0.18,0.57,14101,2.39,12.34
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,ALL,86.61,-28.19,48.80,1.03,1.97,2.97,0.89,3.14,2.12,1.53,1.03,112868,4.46,100
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,FLAT,86.61,-8.95,14.28,0.72,1.15,1.50,0.95,1.67,1.37,0.51,0.72,38549,2.55,34.15
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,STEEP,86.61,-28.19,48.80,1.18,2.41,3.48,0.82,3.68,2.50,0.98,1.18,73952,5.34,65.52
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,ALL,85.68,-28.19,48.80,0.34,1.85,2.52,0.65,2.55,1.90,1.56,0.34,111659,3.73,100
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,FLAT,85.68,-10.22,14.28,0.92,1.22,1.62,1.25,1.87,1.58,0.77,0.92,52094,2.84,46.65
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,STEEP,85.68,-28.19,48.80,-0.19,2.17,3.01,-0.30,3.01,2.19,0.87,0.19,59189,4.59,53.01
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,ALL,85.46,-28.19,48.80,1.04,0.39,0.59,1.04,1.20,1.06,1.04,1.04,111380,1.62,100
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,FLAT,85.46,-10.22,14.28,1.04,0.39,0.59,1.04,1.20,1.06,1.04,1.04,111093,1.62,99.74
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-28.19,48.80,0.67,0.95,1.26,1.03,1.42,1.24,1.21,0.67,130321,2.07,100
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-10.22,14.28,0.89,0.75,1.03,1.12,1.36,1.21,1.11,0.89,114496,1.98,87.86
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-28.19,48.80,-0.88,1.24,1.58,-0.93,1.81,1.46,0.21,0.88,15825,2.98,12.14
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-28.19,48.80,0.68,2.09,3.06,0.37,3.14,2.10,1.40,0.68,130321,4.74,100
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-19.83,16.12,0.09,1.13,1.48,0.26,1.49,1.14,0.51,0.09,51678,2.3,39.65
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-28.19,48.80,1.06,2.73,3.70,0.53,3.85,2.73,0.79,1.06,78643,6.05,60.35
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-38.57,53.78,1.21,1.40,2.51,1.31,2.79,1.91,1.50,1.21,130321,3.42,100
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-24.56,25.75,1.27,0.77,1.21,1.39,1.76,1.55,1.16,1.27,84632,2.53,64.94
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-38.57,53.78,1.09,2.53,3.91,0.72,4.05,2.58,0.79,1.09,45689,5.42,35.06
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-38.57,53.78,0.46,1.88,2.46,0.80,2.50,1.96,1.62,0.46,130321,3.89,100
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-24.56,25.75,1.05,1.12,1.60,1.41,1.91,1.67,0.71,1.05,50278,2.78,38.58
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-38.57,53.78,0.09,2.14,2.81,-0.08,2.81,2.14,1.08,0.09,80043,4.53,61.42
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,ALL,100.00,-38.57,53.78,0.75,0.57,1.19,0.84,1.41,0.98,0.88,0.75,130321,1.59,100
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,FLAT,100.00,-24.56,37.85,0.78,0.55,1.12,0.85,1.37,0.96,0.88,0.78,129665,1.57,99.5
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,STEEP,100.00,-38.57,53.78,-4.33,2.25,2.83,-3.99,5.17,4.35,0.00,4.33,656,8,0.5
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-38.57,53.78,0.28,1.23,1.62,0.59,1.64,1.29,1.13,0.28,130321,2.47,100
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-24.56,37.85,0.61,0.93,1.25,0.84,1.39,1.16,0.83,0.61,93837,2.12,72
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-38.57,53.78,-0.56,1.55,2.09,-0.70,2.16,1.65,0.34,0.56,36484,3.32,28
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-39.31,107.03,1.42,3.22,4.76,1.12,4.97,3.36,2.41,1.42,130321,7.15,100
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-34.17,37.85,-0.07,2.15,2.97,0.48,2.97,2.14,0.20,0.07,12086,4.17,9.27
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-39.31,107.03,1.58,3.33,4.88,1.22,5.13,3.49,2.14,1.58,118235,7.37,90.73
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-39.31,115.41,1.67,1.73,3.51,1.66,3.89,2.39,1.86,1.67,130321,4.22,100
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-34.17,37.85,1.65,0.88,1.25,1.74,2.07,1.83,1.39,1.65,85033,3.02,65.25
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-39.31,115.41,1.71,3.33,5.70,1.11,5.95,3.44,0.87,1.71,45288,7.18,34.75
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-39.31,115.41,0.07,1.34,1.86,0.20,1.86,1.35,1.08,0.07,130321,2.81,100
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-34.17,37.85,0.33,1.11,1.49,0.41,1.53,1.15,0.77,0.33,98148,2.36,75.31
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-39.31,115.41,-0.73,1.87,2.51,-0.67,2.62,1.95,0.17,0.73,32173,4.12,24.69
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,ALL,88.75,-1.57,16.27,1.10,0.46,0.70,1.04,1.31,1.12,1.04,1.10,116213,1.82,100
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,FLAT,88.75,-1.57,16.27,1.11,0.46,0.70,1.04,1.31,1.12,1.04,1.11,115505,1.82,99.39
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,STEEP,88.75,-1.17,1.78,0.14,0.36,0.46,0.13,0.48,0.38,0.01,0.14,339,0.77,0.29
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,ALL,87.65,-3.23,16.27,0.68,0.57,0.74,0.67,1.01,0.80,0.71,0.68,114762,1.55,100
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,FLAT,87.65,-3.23,16.27,0.76,0.56,0.73,0.77,1.05,0.86,0.60,0.76,100080,1.59,87.21
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,STEEP,87.65,-3.06,2.93,0.12,0.39,0.52,0.12,0.53,0.41,0.08,0.12,14313,0.86,12.47
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,ALL,86.61,-12.00,16.27,0.38,0.71,1.11,0.34,1.17,0.77,0.53,0.38,113433,1.69,100
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,FLAT,86.61,-6.37,16.27,0.31,0.42,0.57,0.35,0.65,0.51,0.17,0.31,38955,0.99,34.34
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,STEEP,86.61,-12.00,13.43,0.40,0.85,1.28,0.32,1.34,0.90,0.33,0.40,74109,2.05,65.33
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,ALL,85.68,-12.40,17.72,0.43,0.70,1.03,0.43,1.12,0.79,0.61,0.43,112188,1.62,100
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,FLAT,85.68,-7.02,16.27,0.61,0.57,0.78,0.61,0.99,0.79,0.27,0.61,52195,1.54,46.52
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,STEEP,85.68,-12.40,17.72,0.26,0.76,1.16,0.24,1.19,0.79,0.31,0.26,59626,1.71,53.15
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,ALL,85.46,-12.40,17.72,0.75,0.28,0.39,0.76,0.84,0.76,0.76,0.75,111480,1.15,100
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,FLAT,85.46,-7.02,16.27,0.75,0.28,0.39,0.76,0.84,0.76,0.76,0.75,111194,1.15,99.74
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-12.40,17.72,0.75,0.56,0.71,0.81,1.03,0.87,0.84,0.75,130321,1.56,100
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-7.02,16.27,0.84,0.52,0.67,0.89,1.07,0.91,0.74,0.84,114413,1.59,87.79
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-12.40,17.72,0.09,0.53,0.69,0.09,0.69,0.53,0.10,0.09,15908,1.11,12.21
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-12.40,17.72,0.31,0.64,0.93,0.28,0.98,0.69,0.50,0.31,130321,1.47,100
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-9.03,16.27,0.24,0.45,0.60,0.26,0.65,0.50,0.18,0.24,51387,1.02,39.43
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-12.40,17.72,0.35,0.77,1.10,0.31,1.15,0.81,0.28,0.35,78934,1.78,60.57
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-18.78,22.15,0.69,0.63,0.96,0.80,1.18,0.92,0.85,0.69,130321,1.62,100
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-9.03,16.27,0.91,0.45,0.64,0.95,1.11,0.98,0.58,0.91,84602,1.61,64.92
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-18.78,22.15,0.28,0.75,1.28,0.28,1.31,0.80,0.31,0.28,45719,1.64,35.08
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-18.78,22.15,0.48,0.65,0.86,0.51,0.99,0.78,0.66,0.48,130321,1.53,100
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-9.03,16.27,0.71,0.51,0.69,0.78,0.99,0.85,0.25,0.71,50449,1.49,38.71
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-18.78,22.15,0.34,0.69,0.93,0.30,0.99,0.73,0.39,0.34,79872,1.57,61.29
