AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,SMD_MIN,SMD_Max,SMD_Mean,SMD_AVG,SMD_STD,SMD_MEDIAN,SMD_RMSE,SMD_MAE,SMD_AB_MD,SMD_AB_MN,SMD_N,SMD_LE90,SLOPE_PC
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,FLAT,100.00,-59.52,17.88,-0.50,1.15,1.65,-0.55,1.73,1.22,1.01,0.50,129655,2.29,99.49
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,STEEP,100.00,-95.72,116.58,2.53,4.10,5.66,2.17,6.20,4.52,0.00,2.53,666,9.23,0.51
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-95.72,116.58,-0.10,1.95,2.83,-0.19,2.83,1.96,1.36,0.10,130321,4.34,100
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-59.52,17.88,-0.39,1.55,2.18,-0.31,2.21,1.57,0.92,0.39,94029,3.3,72.15
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-95.72,116.58,0.66,2.96,3.96,0.40,4.01,2.97,0.34,0.66,36292,6.45,27.85
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-106.92,116.58,0.58,4.05,6.14,0.32,6.17,4.06,2.71,0.58,130321,9.09,100
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-106.92,17.88,-1.07,2.80,4.36,-0.45,4.49,2.78,0.22,1.07,12210,6.33,9.37
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-104.51,116.58,0.75,4.18,6.27,0.45,6.31,4.19,2.40,0.75,118111,9.32,90.63
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-137.56,148.03,0.05,2.29,4.00,-0.07,4.00,2.29,1.46,0.05,130321,4.8,100
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-137.56,17.88,-0.27,1.44,1.98,-0.22,2.00,1.45,0.88,0.27,84850,3.02,65.11
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-104.51,148.03,0.64,3.82,6.16,0.53,6.19,3.84,0.45,0.64,45471,8.4,34.89
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-137.56,148.03,-0.19,1.91,2.69,-0.20,2.70,1.91,1.42,0.19,130312,4.18,100
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-137.56,17.88,-0.42,1.64,2.24,-0.31,2.28,1.66,1.00,0.42,98553,3.63,75.63
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-104.51,148.03,0.52,2.70,3.69,0.32,3.72,2.71,0.27,0.52,31759,5.77,24.37
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,ALL,88.75,-42.71,21.21,-1.60,1.58,2.11,-1.49,2.65,2.09,1.69,1.60,115293,4.28,100
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,FLAT,88.75,-42.71,14.16,-1.62,1.57,2.07,-1.49,2.63,2.09,1.68,1.62,114967,4.27,99.72
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,STEEP,88.75,-40.40,21.21,3.99,3.73,4.72,3.71,6.17,4.92,0.01,3.99,326,9.82,0.28
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,ALL,87.65,-42.71,35.78,0.48,2.84,3.88,-0.10,3.91,2.80,2.02,0.48,113856,6.27,100
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,FLAT,87.65,-42.71,16.18,-0.27,2.26,3.02,-0.43,3.03,2.29,1.71,0.27,99755,4.9,87.62
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,STEEP,87.65,-40.40,35.78,5.74,3.97,5.04,5.76,7.64,6.39,0.21,5.74,14101,12.16,12.38
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,ALL,86.61,-173.01,116.93,2.81,6.13,8.75,1.75,9.19,6.27,4.14,2.81,112501,14.51,100
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,FLAT,86.61,-55.14,16.18,0.01,2.89,3.92,0.10,3.92,2.89,1.20,0.01,38549,6.16,34.27
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,STEEP,86.61,-173.01,116.93,4.27,7.35,10.11,3.73,10.98,8.03,2.44,4.27,73952,17.36,65.73
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,ALL,85.68,-173.01,116.93,2.38,5.83,8.54,0.94,8.87,5.75,3.50,2.38,111283,13.56,100
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,FLAT,85.68,-55.14,16.46,-0.68,2.74,3.79,-0.50,3.85,2.77,1.41,0.68,52094,5.86,46.81
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,STEEP,85.68,-173.01,116.93,5.08,7.51,10.44,4.26,11.61,8.37,1.63,5.08,59189,17.95,53.19
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,ALL,85.46,-173.01,116.93,-1.74,1.52,2.05,-1.63,2.69,2.13,1.76,1.74,111093,4.21,100
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,FLAT,85.46,-55.14,16.46,-1.74,1.52,2.05,-1.63,2.69,2.13,1.76,1.74,111093,4.21,100
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,116.93,0.38,2.84,4.19,-0.27,4.21,2.78,1.85,0.38,130321,6.17,100
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-55.14,16.46,-0.48,2.07,2.82,-0.54,2.86,2.12,1.58,0.48,114496,4.51,87.86
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,116.93,6.60,5.19,6.57,6.33,9.31,7.56,0.19,6.60,15825,15.24,12.14
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,116.93,3.39,6.45,9.14,2.19,9.75,6.68,4.38,3.39,130321,15.62,100
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-71.19,16.80,0.22,3.04,4.25,0.33,4.26,3.06,1.44,0.22,51678,6.49,39.65
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,116.93,5.48,7.88,10.75,5.11,12.07,9.07,2.30,5.48,78643,19.07,60.35
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,154.87,0.37,4.67,7.49,-0.86,7.50,4.59,2.82,0.37,130321,10.53,100
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-71.19,16.80,-1.43,2.29,3.20,-1.48,3.50,2.64,1.74,1.43,84632,5.29,64.94
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,154.87,3.72,7.70,11.13,3.23,11.74,8.21,0.96,3.72,45689,17.31,35.06
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,154.87,2.80,6.34,8.51,1.22,8.96,6.29,4.14,2.80,130321,14.83,100
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-71.19,17.44,-1.22,2.85,4.08,-0.94,4.26,2.95,1.33,1.22,50278,6.18,38.58
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,154.87,5.33,7.32,9.54,4.83,10.92,8.38,2.21,5.33,80043,17.71,61.42
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,154.87,-1.48,1.80,2.72,-1.44,3.09,2.23,1.74,1.48,130321,4.47,100
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,FLAT,100.00,-71.19,17.44,-1.55,1.74,2.47,-1.45,2.92,2.18,1.73,1.55,129665,4.42,99.5
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,154.87,11.41,7.11,9.55,11.53,14.87,12.48,0.00,11.41,656,22.32,0.5
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,ALL,100.00,-173.01,154.87,1.21,4.00,5.68,0.10,5.81,3.86,2.37,1.21,130321,9.58,100
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-71.19,17.44,-0.62,2.30,3.17,-0.61,3.23,2.36,1.58,0.62,93837,5,72
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-173.01,154.87,5.92,5.94,7.65,5.78,9.67,7.73,0.58,5.92,36484,15.67,28
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,ALL,100.00,-319.61,217.50,4.55,9.33,13.32,3.61,14.07,9.83,7.21,4.55,130321,21.31,100
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-235.33,17.44,-1.86,4.47,6.83,-0.96,7.08,4.48,0.57,1.86,12086,9.73,9.27
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-319.61,217.50,5.21,9.60,13.64,4.56,14.60,10.38,6.36,5.21,118235,22.03,90.73
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,ALL,100.00,-319.61,217.50,1.11,5.25,8.89,-0.02,8.95,5.12,2.78,1.11,130321,12.38,100
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-235.33,17.44,-0.67,2.42,3.27,-0.61,3.34,2.48,1.66,0.67,85033,5.16,65.25
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-319.61,217.50,4.46,9.51,13.78,3.71,14.48,10.08,0.84,4.46,45288,21.86,34.75
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,ALL,100.00,-319.61,217.50,1.02,3.94,5.63,-0.00,5.72,3.84,2.57,1.02,130321,9.02,100
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-235.33,17.86,-0.27,2.68,3.71,-0.08,3.72,2.67,1.75,0.27,98148,5.96,75.31
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-319.61,217.50,4.93,6.22,8.12,4.68,9.50,7.41,0.35,4.93,32173,15.26,24.69
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,ALL,88.75,-87.42,22.90,-4.69,3.26,4.91,-3.88,6.79,4.96,3.95,4.69,115293,9.74,100
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,FLAT,88.75,-87.42,15.90,-4.72,3.24,4.87,-3.89,6.78,4.95,3.94,4.72,114967,9.72,99.72
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,STEEP,88.75,-57.25,22.90,6.36,5.33,6.59,6.29,9.15,7.57,0.01,6.36,326,14.52,0.28
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,ALL,87.65,-87.42,35.72,-1.59,4.62,6.39,-1.83,6.58,4.90,3.70,1.59,113856,10.79,100
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,FLAT,87.65,-87.42,17.96,-2.69,3.91,5.30,-2.35,5.94,4.42,3.13,2.69,99755,9.51,87.62
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,STEEP,87.65,-57.25,35.72,6.21,6.13,7.82,6.69,9.98,8.29,0.39,6.21,14101,16,12.38
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,ALL,86.61,-106.61,142.02,2.12,8.60,12.10,0.92,12.29,8.57,5.80,2.12,112501,19.8,100
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,FLAT,86.61,-87.42,17.96,-1.57,4.33,6.09,-1.03,6.29,4.40,1.70,1.57,38549,9.17,34.27
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,STEEP,86.61,-106.61,142.02,4.04,10.38,13.88,3.34,14.46,10.75,3.44,4.04,73952,23.35,65.73
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,ALL,85.68,-106.61,142.02,1.02,8.75,12.59,-0.24,12.63,8.67,5.74,1.02,111283,20.06,100
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,FLAT,85.68,-87.42,17.96,-3.32,4.95,7.00,-2.30,7.75,5.28,2.31,3.32,52094,11.43,46.81
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,STEEP,85.68,-106.61,142.02,4.83,11.10,14.96,4.11,15.72,11.65,2.65,4.83,59189,25.18,53.19
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,ALL,85.46,-106.61,142.02,-6.78,3.88,5.01,-5.98,8.43,6.88,5.99,6.78,111093,13.38,100
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,FLAT,85.46,-87.42,17.96,-6.78,3.88,5.01,-5.98,8.43,6.88,5.99,6.78,111093,13.38,100
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-106.61,142.02,-1.74,4.55,6.57,-2.19,6.80,4.96,3.72,1.74,130321,10.79,100
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-87.42,17.96,-3.00,3.59,4.84,-2.66,5.69,4.28,3.14,3.00,114496,9.08,87.86
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-106.61,142.02,7.31,7.60,9.62,7.54,12.08,9.88,0.37,7.31,15825,19.6,12.14
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-109.41,142.02,3.33,8.96,12.37,1.89,12.81,9.03,6.32,3.33,130321,20.29,100
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-102.27,17.96,-2.08,4.98,6.74,-1.53,7.06,5.13,2.20,2.08,51678,10.82,39.65
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-109.41,142.02,6.89,10.24,13.85,6.31,15.47,11.60,3.44,6.89,78643,24.33,60.35
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-233.53,224.65,-0.66,6.69,10.59,-2.01,10.61,6.85,4.59,0.66,130321,15.06,100
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-121.21,17.96,-3.47,3.67,5.28,-3.09,6.32,4.61,2.84,3.47,84632,9.37,64.94
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-233.53,224.65,4.57,10.45,15.04,3.98,15.72,11.00,1.52,4.57,45689,23.18,35.06
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-233.53,224.65,1.16,9.17,12.60,-0.32,12.65,9.07,6.25,1.16,130321,21.07,100
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-121.21,17.96,-3.92,4.85,7.33,-2.66,8.31,5.35,2.02,3.92,50278,11.62,38.58
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-233.53,224.65,4.35,10.93,14.08,3.95,14.73,11.41,3.34,4.35,80043,24.22,61.42
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,ALL,100.00,-233.53,224.65,-5.90,3.85,5.36,-5.32,7.98,6.27,5.41,5.90,130321,12.3,100
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,FLAT,100.00,-139.05,17.96,-5.99,3.78,5.13,-5.35,7.89,6.22,5.38,5.99,129665,12.22,99.5
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,STEEP,100.00,-233.53,224.65,12.01,10.57,14.07,11.54,18.48,14.91,0.00,12.01,656,30.29,0.5
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-233.53,224.65,-0.88,6.09,8.57,-1.85,8.62,6.27,4.57,0.88,130321,14.02,100
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-139.05,17.96,-3.63,4.07,5.45,-3.09,6.54,4.88,3.06,3.63,93837,10.46,72
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-233.53,224.65,6.18,8.45,10.82,6.00,12.46,9.85,1.10,6.18,36484,20.35,28
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-273.48,294.94,5.24,12.03,16.69,3.90,17.49,12.46,9.07,5.24,130321,27.25,100
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-215.06,17.96,-5.06,7.08,10.35,-3.05,11.52,7.43,0.74,5.06,12086,16.95,9.27
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-273.48,294.94,6.29,12.20,16.86,5.15,17.99,12.97,8.03,6.29,118235,28.02,90.73
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-273.48,294.94,0.29,7.15,11.96,-0.91,11.97,7.10,4.05,0.29,130321,16.9,100
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-215.06,17.96,-2.14,3.57,4.99,-1.70,5.43,3.84,2.39,2.14,85033,8.15,65.25
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-273.48,294.94,4.87,12.70,18.25,4.17,18.89,13.22,1.21,4.87,45288,28.28,34.75
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-273.48,294.94,-0.87,5.98,8.66,-0.98,8.70,6.04,4.29,0.87,130321,13.75,100
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-215.06,17.96,-2.69,4.52,6.23,-1.89,6.79,4.73,2.94,2.69,98148,10.35,75.31
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-273.48,294.94,4.66,9.23,12.02,4.71,12.89,10.04,0.57,4.66,32173,20.96,24.69
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,ALL,88.75,-46.44,16.86,0.25,0.49,0.93,0.09,0.96,0.47,0.22,0.25,115293,1.01,100
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,FLAT,88.75,-36.98,15.94,0.25,0.48,0.89,0.09,0.93,0.46,0.22,0.25,114967,1,99.72
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,STEEP,88.75,-46.44,16.86,1.74,3.45,4.39,1.55,4.72,3.68,0.00,1.74,326,7.58,0.28
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,ALL,87.65,-46.44,33.17,0.37,1.58,2.70,0.12,2.73,1.56,0.64,0.37,113856,4.28,100
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,FLAT,87.65,-36.98,16.88,0.10,1.24,2.21,0.08,2.21,1.24,0.50,0.10,99755,3.36,87.62
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,STEEP,87.65,-46.44,33.17,2.34,3.41,4.46,1.91,5.04,3.78,0.05,2.34,14101,8.35,12.38
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,ALL,86.61,-92.28,159.84,1.24,4.70,7.32,0.66,7.42,4.72,2.81,1.24,112501,11.35,100
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,FLAT,86.61,-65.27,16.88,-0.32,2.39,3.97,0.08,3.98,2.35,0.69,0.32,38549,5.58,34.27
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,STEEP,86.61,-92.28,159.84,2.05,5.77,8.45,1.62,8.69,5.95,1.52,2.05,73952,13.6,65.73
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,ALL,85.68,-135.28,159.84,0.89,4.65,7.98,0.22,8.03,4.59,2.13,0.89,111283,11.85,100
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,FLAT,85.68,-65.27,16.88,-0.56,2.09,3.99,-0.02,4.03,1.98,0.60,0.56,52094,4.89,46.81
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,STEEP,85.68,-135.28,159.84,2.16,6.77,10.11,1.43,10.34,6.88,0.71,2.16,59189,15.74,53.19
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,ALL,85.46,-135.28,159.84,0.24,0.48,0.78,0.11,0.82,0.47,0.26,0.24,111093,1.13,100
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,FLAT,85.46,-65.27,16.88,0.24,0.48,0.78,0.11,0.82,0.47,0.26,0.24,111093,1.13,100
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,159.84,0.33,1.70,3.27,0.09,3.28,1.68,0.58,0.33,130321,4.64,100
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-65.27,16.88,-0.02,1.18,2.34,0.06,2.34,1.18,0.47,0.02,114496,3,87.86
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,159.84,2.85,4.87,6.42,2.36,7.02,5.27,0.05,2.85,15825,11.83,12.14
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,159.84,1.00,4.58,7.14,0.58,7.21,4.61,2.75,1.00,130321,11.02,100
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-68.58,16.88,-0.35,2.69,4.34,0.17,4.35,2.64,0.83,0.35,51678,6.11,39.65
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,159.84,1.89,5.79,8.38,1.34,8.59,5.90,1.37,1.89,78643,13.57,60.35
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,161.36,0.42,2.77,5.74,0.08,5.76,2.72,0.76,0.42,130321,7.72,100
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-81.76,16.88,-0.09,1.01,2.40,0.05,2.40,0.99,0.30,0.09,84632,2.26,64.94
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,161.36,1.37,5.88,9.05,0.92,9.15,5.93,0.12,1.37,45689,13.43,35.06
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,161.36,0.84,4.77,7.62,0.22,7.66,4.71,2.42,0.84,130321,12.32,100
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-81.76,16.88,-0.84,2.25,4.54,-0.01,4.61,1.98,0.45,0.84,50278,4.87,38.58
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,161.36,1.90,6.31,8.87,1.40,9.07,6.42,0.91,1.90,80043,14.72,61.42
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,161.36,0.74,0.92,1.78,0.50,1.93,1.03,0.59,0.74,130321,2.28,100
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,FLAT,100.00,-81.76,17.29,0.71,0.87,1.51,0.50,1.67,0.98,0.59,0.71,129665,2.23,99.5
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,161.36,5.87,10.14,12.44,5.70,13.74,11.02,0.00,5.87,656,22.96,0.5
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,161.36,0.57,2.67,4.58,0.28,4.62,2.67,1.13,0.57,130321,7.43,100
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-81.76,17.35,-0.03,1.62,3.11,0.17,3.11,1.62,0.66,0.03,93837,3.92,72
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,161.36,2.11,5.12,6.84,1.98,7.16,5.39,0.22,2.11,36484,11.65,28
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,169.01,1.45,6.61,10.23,0.85,10.33,6.64,4.12,1.45,130321,15.56,100
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-82.97,17.50,-2.33,4.72,7.58,-0.44,7.93,4.30,0.30,2.33,12086,10.67,9.27
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,169.01,1.84,6.82,10.39,1.17,10.55,6.88,3.57,1.84,118235,15.89,90.73
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,169.01,0.52,3.19,6.63,0.14,6.65,3.15,1.01,0.52,130321,8.58,100
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-82.97,17.50,-0.02,1.10,2.35,0.09,2.35,1.10,0.52,0.02,85033,2.35,65.25
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,169.01,1.53,6.96,10.71,0.99,10.81,7.00,0.25,1.53,45288,16.08,34.75
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-135.28,169.01,0.70,2.73,4.52,0.32,4.57,2.72,1.35,0.70,130321,7.12,100
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-82.97,17.66,0.27,1.83,3.18,0.21,3.20,1.84,0.77,0.27,98148,4.82,75.31
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-135.28,169.01,1.99,5.15,7.04,1.87,7.31,5.41,0.12,1.99,32173,11.67,24.69
italy,N46PE010J,COP,md_italy_1sec_point,DSM,ALL,100.00,-122.41,165.59,2.71,13.05,17.92,1.55,18.12,13.08,9.56,2.71,130321,28.94,100
italy,N46PE010J,COP,md_italy_1sec_point,DSM,FLAT,100.00,-103.60,16.25,-4.90,7.86,11.45,-1.78,12.45,7.55,0.76,4.90,13037,19.39,10
italy,N46PE010J,COP,md_italy_1sec_point,DSM,STEEP,100.00,-122.41,165.59,3.56,13.54,18.31,2.56,18.65,13.70,8.31,3.56,117284,29.59,90
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,ALL,100.00,-237.15,184.16,4.55,14.04,19.27,3.23,19.80,14.28,10.53,4.55,130321,31.03,100
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,FLAT,100.00,-143.36,17.58,-4.59,7.57,10.62,-2.18,11.57,7.56,0.88,4.59,13037,18.13,10
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,STEEP,100.00,-237.15,184.16,5.56,14.52,19.74,4.64,20.51,15.03,9.20,5.56,117284,32.04,90
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,ALL,100.00,-106.65,171.23,2.49,8.69,12.14,1.65,12.39,8.79,6.22,2.49,130312,19.82,100
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,FLAT,100.00,-61.40,16.99,-1.24,4.46,6.49,-0.55,6.61,4.44,0.52,1.24,12926,9.74,9.92
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,STEEP,100.00,-106.65,171.23,2.90,9.10,12.54,2.16,12.87,9.27,5.43,2.90,117386,20.57,90.08
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,ALL,100.00,-158.54,187.17,4.81,13.96,19.06,3.30,19.65,14.21,10.47,4.81,130321,31.02,100
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,FLAT,100.00,-102.64,17.88,-4.44,7.33,10.30,-2.21,11.21,7.35,0.88,4.44,13037,17.51,10
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,STEEP,100.00,-158.54,187.17,5.83,14.44,19.53,4.76,20.38,14.97,9.13,5.83,117284,31.99,90
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,ALL,100.00,-129.76,184.85,4.23,15.08,20.29,2.63,20.72,15.19,11.33,4.23,130321,33.16,100
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,FLAT,100.00,-89.62,16.96,-5.84,7.35,10.11,-3.95,11.68,8.06,0.97,5.84,13037,18.49,10
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,STEEP,100.00,-129.76,184.85,5.35,15.58,20.82,4.29,21.50,15.98,9.90,5.35,117284,34.28,90
italy,N46PE010J,FABDEM,md_italy_1sec_point,DSM,ALL,100.00,-189.94,168.95,3.55,13.27,18.45,2.33,18.79,13.40,9.68,3.55,130321,29.68,100
