AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,ELD_MIN,ELD_Max,ELD_Mean,ELD_AVG,ELD_STD,ELD_MEDIAN,ELD_RMSE,ELD_MAE,ELD_AB_MD,ELD_AB_MN,ELD_N,ELD_LE90,SLOPE_PC
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,ALL,85.04,-29.11,72.46,7.75,8.21,9.66,4.77,12.39,8.93,5.23,7.75,110974,22.27,100
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,FLAT,85.04,-21.34,68.97,3.89,5.32,7.49,1.24,8.44,4.92,0.37,3.89,10990,14.88,9.9
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,STEEP,85.04,-29.11,72.46,8.17,8.37,9.79,5.55,12.75,9.37,4.24,8.17,99622,22.63,89.77
us_3dep,N38VW124H,NASA,california_coast_point,DTM,ALL,93.85,-31.70,72.08,17.93,9.99,12.53,17.01,21.88,18.32,17.02,17.93,122305,34.92,100
us_3dep,N38VW124H,NASA,california_coast_point,DTM,FLAT,93.85,-13.37,66.16,13.20,8.45,10.70,12.48,16.99,13.57,5.08,13.20,35895,27.05,29.35
us_3dep,N38VW124H,NASA,california_coast_point,DTM,STEEP,93.85,-31.70,72.08,19.98,10.09,12.67,19.23,23.66,20.36,12.48,19.98,86102,36.91,70.4
us_3dep,N38VW124J,NASA,california_coast_point,DTM,ALL,100.00,-31.70,79.82,11.29,9.21,11.61,10.25,16.19,12.79,10.65,11.29,130320,26.71,100
us_3dep,N38VW124J,NASA,california_coast_point,DTM,FLAT,100.00,-22.88,79.82,7.90,8.22,10.75,5.14,13.34,9.32,1.11,7.90,14946,22.72,11.47
us_3dep,N38VW124J,NASA,california_coast_point,DTM,STEEP,100.00,-31.70,76.50,11.73,9.22,11.65,10.92,16.53,13.24,9.20,11.73,115366,27.06,88.53
us_3dep,N38VW124K,NASA,california_coast_point,DTM,ALL,85.19,-41.08,79.82,8.25,8.82,11.00,7.91,13.75,10.97,9.26,8.25,111023,22.73,100
us_3dep,N38VW124K,NASA,california_coast_point,DTM,FLAT,85.19,-27.03,79.82,6.75,7.93,10.04,5.46,12.10,9.17,0.62,6.75,8235,20.65,7.42
us_3dep,N38VW124K,NASA,california_coast_point,DTM,STEEP,85.19,-41.08,76.50,8.38,8.87,11.06,8.14,13.87,11.12,8.39,8.38,102222,22.84,92.07
us_3dep,N38XW124H,NASA,california_coast_point,DTM,ALL,100.00,-42.60,79.82,13.92,8.88,11.13,13.45,17.82,14.79,13.53,13.92,130320,28.62,100
us_3dep,N38XW124H,NASA,california_coast_point,DTM,FLAT,100.00,-32.32,79.82,11.92,6.34,8.25,11.33,14.50,12.14,2.31,11.92,22276,22.65,17.09
us_3dep,N38XW124H,NASA,california_coast_point,DTM,STEEP,100.00,-42.60,76.50,14.34,9.34,11.59,14.17,18.44,15.33,11.21,14.34,108036,29.38,82.9
us_3dep,N38XW124J,NASA,california_coast_point,DTM,ALL,100.00,-46.95,79.82,11.13,8.88,11.02,10.60,15.66,12.66,10.97,11.13,130321,25.81,100
us_3dep,N38XW124J,NASA,california_coast_point,DTM,FLAT,100.00,-32.32,79.82,8.62,7.81,9.74,6.83,13.01,9.85,0.69,8.62,9045,22.46,6.94
us_3dep,N38XW124J,NASA,california_coast_point,DTM,STEEP,100.00,-46.95,76.50,11.32,8.92,11.08,10.88,15.84,12.87,10.09,11.32,121276,25.98,93.06
us_3dep,N38XW124K,NASA,california_coast_point,DTM,ALL,85.04,-46.95,79.82,9.20,8.00,10.16,8.53,13.70,10.86,9.07,9.20,110827,22.58,100
us_3dep,N38XW124K,NASA,california_coast_point,DTM,FLAT,85.04,-32.32,79.82,7.15,6.88,9.24,5.71,11.69,8.54,0.83,7.15,10895,18.82,9.83
us_3dep,N38XW124K,NASA,california_coast_point,DTM,STEEP,85.04,-46.95,76.50,9.43,8.07,10.23,8.90,13.91,11.12,8.00,9.43,99571,22.81,89.84
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,ALL,93.85,-43.26,84.97,14.69,11.99,15.07,13.65,21.05,16.74,14.16,14.69,122305,34.84,100
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,FLAT,93.85,-23.33,84.97,10.28,9.13,11.49,9.94,15.42,12.09,3.62,10.28,35895,24.76,29.35
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,STEEP,93.85,-43.26,83.28,16.58,12.81,15.97,15.94,23.02,18.73,9.53,16.58,86102,37.48,70.4
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,ALL,100.00,-43.26,87.33,10.14,13.34,16.38,8.35,19.26,14.91,11.72,10.14,130320,32.88,100
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-29.70,84.97,6.06,9.85,12.45,3.10,13.84,9.94,1.19,6.06,14946,24.02,11.47
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-43.26,87.33,10.66,13.67,16.75,9.27,19.86,15.56,10.06,10.66,115366,33.66,88.53
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,ALL,85.19,-52.85,87.33,8.15,14.23,17.09,7.16,18.94,15.24,12.92,8.15,111023,31.68,100
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,FLAT,85.19,-46.53,84.97,6.38,10.99,13.54,4.32,14.97,11.45,0.89,6.38,8235,26.14,7.42
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,STEEP,85.19,-52.85,87.33,8.30,14.46,17.33,7.48,19.22,15.54,11.70,8.30,102222,32.01,92.07
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,ALL,100.00,-52.85,87.33,12.36,12.36,15.26,11.64,19.64,15.73,13.21,12.36,130320,32.86,100
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,FLAT,100.00,-46.53,84.97,9.57,7.91,10.19,8.79,13.98,11.07,2.07,9.57,22276,23.04,17.09
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,STEEP,100.00,-52.85,87.33,12.93,13.17,16.05,12.78,20.61,16.68,10.53,12.93,108036,34.14,82.9
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,ALL,100.00,-53.18,87.33,12.41,13.58,16.25,10.89,20.45,16.13,12.94,12.41,130321,35.04,100
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-46.53,84.97,9.75,10.50,12.76,8.13,16.06,12.39,0.75,9.75,9045,27.96,6.94
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-53.18,87.33,12.60,13.79,16.47,11.15,20.74,16.41,11.74,12.60,121276,35.48,93.06
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,ALL,85.04,-53.18,87.33,12.47,15.03,17.98,11.75,21.88,17.52,14.66,12.47,110827,36.85,100
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,FLAT,85.04,-46.53,84.97,7.96,10.35,13.01,6.10,15.24,11.45,1.28,7.96,10895,26.4,9.83
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,STEEP,85.04,-53.18,87.33,12.97,15.42,18.38,12.76,22.49,18.19,12.80,12.97,99571,37.48,89.84
us_3dep,N39PW113H,COP,canyon_range_point,DTM,ALL,88.75,-7.59,9.02,-0.70,0.32,0.55,-0.74,0.90,0.78,0.75,0.70,115659,1.16,100
us_3dep,N39PW113H,COP,canyon_range_point,DTM,FLAT,88.75,-7.59,7.50,-0.71,0.31,0.51,-0.74,0.88,0.77,0.75,0.71,114967,1.16,99.4
us_3dep,N39PW113H,COP,canyon_range_point,DTM,STEEP,88.75,-7.00,9.02,1.49,2.80,3.29,1.90,3.60,3.06,0.01,1.49,326,5.7,0.28
us_3dep,N39PW113J,COP,canyon_range_point,DTM,ALL,87.65,-13.24,10.90,-0.33,1.31,1.96,-0.63,1.99,1.42,0.99,0.33,114221,3.29,100
us_3dep,N39PW113J,COP,canyon_range_point,DTM,FLAT,87.65,-13.05,8.27,-0.49,0.97,1.42,-0.67,1.50,1.14,0.87,0.49,99755,2.33,87.34
us_3dep,N39PW113J,COP,canyon_range_point,DTM,STEEP,87.65,-13.24,10.90,0.80,3.30,3.94,1.19,4.02,3.40,0.15,0.80,14101,6.35,12.35
us_3dep,N39PW113K,COP,canyon_range_point,DTM,ALL,86.61,-76.22,35.43,-0.43,5.07,6.88,-0.71,6.90,5.12,3.74,0.43,112865,11.94,100
us_3dep,N39PW113K,COP,canyon_range_point,DTM,FLAT,86.61,-17.52,18.66,-0.49,1.81,2.52,-0.72,2.56,1.92,0.96,0.49,38549,4.14,34.15
us_3dep,N39PW113K,COP,canyon_range_point,DTM,STEEP,86.61,-76.22,35.43,-0.41,6.77,8.29,-0.70,8.30,6.78,2.05,0.41,73952,13.5,65.52
us_3dep,N39PW113L,COP,canyon_range_point,DTM,ALL,85.68,-76.22,71.50,-0.22,4.23,6.17,-0.69,6.17,4.27,2.58,0.22,111655,10.84,100
us_3dep,N39PW113L,COP,canyon_range_point,DTM,FLAT,85.68,-17.52,19.87,-0.66,1.53,2.13,-0.93,2.23,1.71,1.08,0.66,52094,3.46,46.66
us_3dep,N39PW113L,COP,canyon_range_point,DTM,STEEP,85.68,-76.22,71.50,0.17,6.52,8.20,0.43,8.21,6.52,1.22,0.17,59189,13.3,53.01
us_3dep,N39QW113G,COP,canyon_range_point,DTM,ALL,85.46,-76.22,71.50,-0.88,0.28,0.43,-0.87,0.98,0.90,0.87,0.88,111377,1.28,100
us_3dep,N39QW113G,COP,canyon_range_point,DTM,FLAT,85.46,-17.52,19.87,-0.88,0.28,0.43,-0.87,0.98,0.90,0.87,0.88,111093,1.28,99.75
us_3dep,N39QW113H,COP,canyon_range_point,DTM,ALL,100.00,-76.22,71.50,-0.28,1.27,2.16,-0.53,2.18,1.38,0.79,0.28,130321,3.49,100
us_3dep,N39QW113H,COP,canyon_range_point,DTM,FLAT,100.00,-17.52,19.87,-0.38,0.84,1.34,-0.55,1.40,0.98,0.70,0.38,114496,2.12,87.86
us_3dep,N39QW113H,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,71.50,0.45,4.20,4.97,0.72,4.99,4.23,0.12,0.45,15825,7.95,12.14
us_3dep,N39QW113J,COP,canyon_range_point,DTM,ALL,100.00,-76.22,71.50,1.47,4.46,6.15,0.94,6.32,4.53,3.03,1.47,130321,11.04,100
us_3dep,N39QW113J,COP,canyon_range_point,DTM,FLAT,100.00,-17.52,20.95,0.34,1.74,2.36,0.23,2.39,1.76,0.87,0.34,51678,3.87,39.65
us_3dep,N39QW113J,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,71.50,2.22,5.95,7.59,2.85,7.91,6.35,1.51,2.22,78643,12.93,60.35
us_3dep,N39QW113K,COP,canyon_range_point,DTM,ALL,100.00,-76.22,110.31,-0.80,2.82,4.90,-0.99,4.96,3.10,1.37,0.80,130321,8.43,100
us_3dep,N39QW113K,COP,canyon_range_point,DTM,FLAT,100.00,-18.16,20.95,-0.84,0.85,1.39,-0.99,1.62,1.28,1.02,0.84,84632,2.39,64.94
us_3dep,N39QW113K,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,110.31,-0.74,6.43,8.05,-0.85,8.08,6.46,0.73,0.74,45689,12.55,35.06
us_3dep,N39QW113L,COP,canyon_range_point,DTM,ALL,100.00,-76.22,110.31,-0.55,4.56,6.41,-0.81,6.43,4.66,2.88,0.55,130321,11.55,100
us_3dep,N39QW113L,COP,canyon_range_point,DTM,FLAT,100.00,-18.16,20.95,-0.59,1.18,1.91,-0.85,1.99,1.43,0.87,0.59,50278,2.78,38.58
us_3dep,N39QW113L,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,110.31,-0.53,6.68,8.04,-0.48,8.06,6.69,1.30,0.53,80043,13.07,61.42
us_3dep,N39RW113G,COP,canyon_range_point,DTM,ALL,100.00,-76.22,110.31,-1.00,0.45,0.81,-0.95,1.29,1.05,0.95,1.00,130321,1.68,100
us_3dep,N39RW113G,COP,canyon_range_point,DTM,FLAT,100.00,-18.16,20.95,-0.98,0.42,0.64,-0.95,1.17,1.02,0.95,0.98,129665,1.66,99.5
us_3dep,N39RW113G,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,110.31,-3.86,4.86,6.40,-3.84,7.46,6.06,0.02,3.86,656,11.92,0.5
us_3dep,N39RW113H,COP,canyon_range_point,DTM,ALL,100.00,-76.22,110.31,-1.49,2.18,3.64,-1.41,3.94,2.76,1.68,1.49,130321,6.89,100
us_3dep,N39RW113H,COP,canyon_range_point,DTM,FLAT,100.00,-18.16,20.95,-1.29,0.94,1.55,-1.37,2.01,1.64,1.37,1.29,93837,2.79,72
us_3dep,N39RW113H,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,110.31,-2.02,5.31,6.39,-2.67,6.70,5.63,0.77,2.02,36484,10.44,28
us_3dep,N39RW113J,COP,canyon_range_point,DTM,ALL,100.00,-76.22,110.31,-0.25,7.39,9.33,-0.17,9.33,7.39,6.37,0.25,130321,14.74,100
us_3dep,N39RW113J,COP,canyon_range_point,DTM,FLAT,100.00,-43.84,58.02,-0.00,2.71,3.65,-0.44,3.65,2.71,0.53,0.00,12086,5.36,9.27
us_3dep,N39RW113J,COP,canyon_range_point,DTM,STEEP,100.00,-76.22,110.31,-0.28,7.87,9.72,-0.07,9.73,7.87,5.65,0.28,118235,15.09,90.73
us_3dep,N39RW113K,COP,canyon_range_point,DTM,ALL,100.00,-81.43,110.31,-0.65,3.49,6.10,-1.09,6.13,3.73,1.65,0.65,130321,11.16,100
us_3dep,N39RW113K,COP,canyon_range_point,DTM,FLAT,100.00,-43.84,58.02,-1.04,0.90,1.34,-1.13,1.70,1.38,1.14,1.04,85033,2.51,65.25
us_3dep,N39RW113K,COP,canyon_range_point,DTM,STEEP,100.00,-81.43,110.31,0.08,8.14,10.13,-0.16,10.14,8.14,0.70,0.08,45288,16.33,34.75
us_3dep,N39RW113L,COP,canyon_range_point,DTM,ALL,100.00,-81.43,110.31,-1.27,2.37,3.58,-1.38,3.80,2.79,1.96,1.27,130321,5.91,100
us_3dep,N39RW113L,COP,canyon_range_point,DTM,FLAT,100.00,-43.84,58.02,-0.86,1.60,2.26,-1.28,2.42,1.98,1.52,0.86,98148,4.63,75.31
us_3dep,N39RW113L,COP,canyon_range_point,DTM,STEEP,100.00,-81.43,110.31,-2.54,4.73,5.85,-3.09,6.38,5.28,0.63,2.54,32173,10.09,24.69
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,ALL,88.75,-8.31,11.06,2.68,0.99,1.27,2.67,2.96,2.70,2.67,2.68,115659,4.25,100
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,FLAT,88.75,-5.75,10.68,2.67,0.98,1.26,2.67,2.96,2.69,2.66,2.67,114967,4.24,99.4
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,STEEP,88.75,-8.31,11.06,4.00,2.29,2.93,4.05,4.96,4.33,0.02,4.00,326,7.67,0.28
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,ALL,87.65,-10.52,15.57,2.83,1.67,2.29,2.68,3.64,3.03,2.73,2.83,114221,5.59,100
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,FLAT,87.65,-10.35,14.06,2.70,1.46,1.95,2.61,3.33,2.83,2.46,2.70,99755,5.03,87.34
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,STEEP,87.65,-10.52,15.57,3.78,3.02,3.76,3.94,5.33,4.48,0.49,3.78,14101,8.57,12.35
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,ALL,86.61,-81.62,47.21,1.92,5.13,7.07,1.79,7.32,5.41,3.89,1.92,112865,12.32,100
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,FLAT,86.61,-18.55,26.61,1.99,2.18,3.01,1.80,3.61,2.71,1.17,1.99,38549,5.68,34.15
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,STEEP,86.61,-81.62,47.21,1.86,6.66,8.44,1.74,8.64,6.81,2.32,1.86,73952,14.09,65.52
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,ALL,85.68,-81.62,63.08,2.54,4.19,6.11,2.25,6.62,4.76,3.30,2.54,111655,10.92,100
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,FLAT,85.68,-18.55,26.94,2.17,1.99,2.77,1.95,3.52,2.66,1.43,2.17,52094,5.42,46.66
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,STEEP,85.68,-81.62,63.08,2.88,6.08,7.96,3.13,8.47,6.61,1.63,2.88,59189,13.6,53.01
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,ALL,85.46,-81.62,63.08,2.22,0.96,1.26,2.23,2.55,2.27,2.24,2.22,111377,3.75,100
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,FLAT,85.46,-18.55,26.94,2.22,0.96,1.26,2.23,2.55,2.27,2.24,2.22,111093,3.74,99.75
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,63.08,2.93,1.61,2.37,2.86,3.77,3.20,2.92,2.93,130321,5.43,100
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-18.55,26.94,2.88,1.30,1.82,2.84,3.40,2.99,2.69,2.88,114496,4.89,87.86
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,63.08,3.32,3.79,4.68,3.35,5.74,4.67,0.70,3.32,15825,9.47,12.14
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,63.08,4.35,4.68,6.60,3.84,7.91,6.04,4.55,4.35,130321,13.23,100
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-42.72,28.90,3.40,2.23,3.14,3.23,4.63,3.77,1.95,3.40,51678,7.04,39.65
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,63.08,4.97,6.12,8.05,5.05,9.46,7.53,2.81,4.97,78643,15.52,60.35
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,71.26,2.49,3.29,5.26,2.21,5.82,4.05,2.79,2.49,130321,9.23,100
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-42.72,28.90,2.24,1.51,2.11,2.13,3.07,2.49,1.86,2.24,84632,4.63,64.94
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,71.26,2.96,6.53,8.39,3.05,8.89,6.95,1.09,2.96,45689,13.79,35.06
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,71.26,1.88,4.57,6.34,1.89,6.61,4.95,3.53,1.88,130321,11.37,100
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-42.72,30.07,1.98,1.88,2.83,1.84,3.45,2.56,1.27,1.98,50278,5.04,38.58
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,71.26,1.82,6.26,7.77,2.02,7.98,6.46,2.03,1.82,80043,13.03,61.42
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,71.26,1.12,1.10,1.49,1.17,1.86,1.49,1.32,1.12,130321,2.84,100
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,FLAT,100.00,-42.72,52.50,1.13,1.08,1.43,1.18,1.82,1.47,1.31,1.13,129665,2.82,99.5
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,71.26,-1.63,4.06,5.22,-1.43,5.46,4.22,0.01,1.63,656,8.99,0.5
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-81.62,71.26,1.06,2.49,3.77,1.16,3.91,2.74,1.86,1.06,130321,6.49,100
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-42.72,52.50,1.33,1.55,2.22,1.25,2.59,1.92,1.27,1.33,93837,3.96,72
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-81.62,71.26,0.35,4.85,6.10,0.31,6.11,4.86,0.48,0.35,36484,9.94,28
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-134.45,88.00,3.65,7.62,10.00,3.83,10.64,8.28,6.90,3.65,130321,16.95,100
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-100.30,52.50,3.54,3.83,5.32,3.16,6.40,4.88,0.58,3.54,12086,10.39,9.27
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-134.45,88.00,3.66,8.00,10.36,4.01,10.98,8.63,6.16,3.66,118235,17.36,90.73
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-134.45,111.32,3.65,4.01,6.57,2.70,7.52,4.93,3.10,3.65,130321,12.1,100
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-100.30,52.50,2.49,1.55,2.10,2.42,3.25,2.69,2.09,2.49,85033,4.93,65.25
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-134.45,111.32,5.83,7.93,10.43,5.29,11.95,9.15,1.20,5.83,45288,19.57,34.75
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-134.45,111.32,1.66,2.97,4.19,1.43,4.50,3.27,2.25,1.66,130321,8.86,100
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-100.30,52.50,2.14,2.40,3.28,1.59,3.92,2.80,1.61,2.14,98148,7.35,75.31
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-134.45,111.32,0.19,4.71,5.94,0.08,5.94,4.71,0.50,0.19,32173,9.78,24.69
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,ALL,88.75,-12.51,19.96,0.89,0.87,1.12,0.86,1.43,1.12,0.95,0.89,116209,2.29,100
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,FLAT,88.75,-12.51,19.96,0.89,0.87,1.12,0.85,1.42,1.12,0.95,0.89,115505,2.28,99.39
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,STEEP,88.75,-1.93,6.06,1.62,1.35,1.57,1.58,2.26,1.82,0.00,1.62,339,3.69,0.29
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,ALL,87.65,-12.51,19.96,3.00,0.80,1.06,3.01,3.18,3.01,3.01,3.00,114758,4.23,100
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,FLAT,87.65,-12.51,19.96,3.00,0.71,0.95,3.02,3.15,3.01,2.86,3.00,100080,4.1,87.21
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,STEEP,87.65,-1.93,10.08,2.98,1.37,1.63,2.88,3.40,2.99,1.42,2.98,14313,5.17,12.47
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,ALL,86.61,-25.44,50.29,4.16,2.37,3.56,3.60,5.47,4.36,3.63,4.16,113429,8.12,100
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,FLAT,86.61,-12.51,21.74,3.27,0.74,1.10,3.31,3.45,3.28,1.90,3.27,38955,4.29,34.34
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,STEEP,86.61,-25.44,50.29,4.60,3.04,4.20,4.20,6.23,4.90,2.92,4.60,74109,9.57,65.34
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,ALL,85.68,-34.03,52.42,1.35,1.85,2.84,1.12,3.15,2.14,1.53,1.35,112185,4.51,100
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,FLAT,85.68,-12.51,21.86,1.16,0.75,1.02,1.16,1.55,1.28,0.75,1.16,52195,2.32,46.53
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,STEEP,85.68,-34.03,52.42,1.51,2.81,3.76,0.98,4.06,2.90,0.84,1.51,59626,6.05,53.15
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,ALL,85.46,-34.03,52.42,0.27,0.50,0.66,0.26,0.71,0.54,0.43,0.27,111476,1.12,100
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,FLAT,85.46,-12.51,21.86,0.27,0.50,0.66,0.26,0.71,0.54,0.43,0.27,111194,1.12,99.75
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-34.03,52.42,1.06,0.86,1.16,1.01,1.57,1.25,1.08,1.06,130321,2.47,100
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-12.51,21.86,1.02,0.72,0.94,0.99,1.38,1.14,0.94,1.02,114413,2.19,87.79
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-34.03,52.42,1.41,1.81,2.13,1.51,2.55,2.09,0.14,1.41,15908,4.13,12.21
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-34.03,52.42,3.08,2.00,2.85,2.86,4.20,3.33,2.89,3.08,130321,6.19,100
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-12.51,21.86,2.90,0.92,1.20,2.89,3.14,2.91,1.34,2.90,51387,4.35,39.43
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-34.03,52.42,3.19,2.71,3.53,2.80,4.76,3.61,1.94,3.19,78934,7.41,60.57
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-46.88,61.10,2.35,1.38,2.14,2.20,3.18,2.54,2.24,2.35,130321,4.55,100
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-12.51,21.86,2.17,0.83,1.06,2.18,2.41,2.18,1.66,2.17,84602,3.46,64.92
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-46.88,61.10,2.69,2.41,3.29,2.31,4.25,3.20,1.08,2.69,45719,6.53,35.08
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-46.88,61.10,1.46,1.96,2.60,1.46,2.98,2.36,1.90,1.46,130321,5.01,100
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-12.51,21.86,1.30,0.79,1.03,1.41,1.66,1.45,0.86,1.30,50449,2.47,38.71
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-46.88,61.10,1.57,2.70,3.21,1.63,3.57,2.94,1.27,1.57,79872,5.83,61.29
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,ALL,100.00,-46.88,61.10,0.10,0.53,0.75,0.10,0.76,0.53,0.42,0.10,130321,1.06,100
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,FLAT,100.00,-13.50,26.49,0.10,0.52,0.73,0.10,0.74,0.53,0.42,0.10,129655,1.05,99.49
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,STEEP,100.00,-46.88,61.10,1.26,1.64,2.25,1.43,2.58,2.07,0.00,1.26,666,4.03,0.51
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-46.88,61.10,0.79,1.11,1.56,0.66,1.75,1.27,0.91,0.79,130321,2.87,100
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-13.50,26.49,0.60,0.73,1.00,0.57,1.17,0.88,0.62,0.60,94029,1.82,72.15
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-46.88,61.10,1.28,1.96,2.41,1.49,2.73,2.26,0.23,1.28,36292,4.26,27.85
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-64.37,61.10,3.41,3.70,4.88,2.69,5.95,4.36,3.20,3.41,130321,9.55,100
