AREA,DEMIX_TILE,LAT,LONG,AVG_ELEV,AVG_SLOPE,AVG_ROUGH,RELIEF,FOREST_PC,URBAN_PC,REF_TYPE,LAND_TYPE,SLOPE_PC,REC_ID,BEST_DEM,FABDEM_SCR,COP_SCR,ALOS_SCR,NASA_SCR,SRTM_SCR,ASTER_SCR,CRITERION,FABDEM,COP,ALOS,NASA,SRTM,ASTER
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,12.16,13,FABDEM,1,2,4,3,5,6,ELD_MAE,3.16,4.24,8.28,8.05,10.12,10.82
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FLAT,12.16,14,FABDEM,1,2,3,4,5,6,ELD_LE90,6.48,9.3,11.74,14.74,16.65,22.41
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.3,15,COP,2,1,5,3,4,6,ELD_AVG,2.28,2.2,2.62,2.55,2.59,3.09
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.3,16,COP,2,1,6,3,4,5,ELD_STD,2.98,2.91,5.49,3.23,3.26,5.03
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.3,17,FABDEM,1,2,5,3,6,4,ELD_RMSE,4.02,4.1,8.95,7.25,9.7,7.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.3,18,FABDEM,1,2,5,3,6,4,ELD_MAE,3.28,3.39,8.23,6.57,9.14,6.64
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,URBAN,1.3,19,FABDEM,1,2,5,4,6,3,ELD_LE90,6.2,6.24,10.46,10.4,13.37,10.29
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,70.64,20,ALOS,2,3,1,5,4,6,ELD_AVG,5.22,5.56,2.52,5.91,5.82,8.01
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,70.64,21,ALOS,2,3,1,5,4,6,ELD_STD,6.95,7.28,3.62,7.73,7.63,10.06
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,70.64,22,FABDEM,1,3,2,4,5,6,ELD_RMSE,7.27,9.53,9.09,12.74,14.41,18.12
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,70.64,23,FABDEM,1,2,3,4,5,6,ELD_MAE,5.5,7.5,8.36,10.74,12.57,15.4
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DTM,FOREST,70.64,24,FABDEM,1,3,2,4,5,6,ELD_LE90,11.63,15.35,12.4,19.73,21.67,28
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,25,ALOS,5,2,1,3,4,6,ELD_AVG,6.22,5.27,3.33,5.5,5.54,6.36
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,26,ALOS,5,2,1,3,4,6,ELD_STD,8.27,7.26,4.56,7.61,7.74,8.89
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,27,ALOS,3,2,1,4,5,6,ELD_RMSE,8.45,7.38,5.74,9.19,10.67,12.48
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,28,ALOS,3,2,1,4,5,6,ELD_MAE,6.36,5.37,4.5,7.09,8.56,9.92
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,ALL,100,29,ALOS,3,2,1,4,5,6,ELD_LE90,13.57,11.57,8.49,14.16,15.99,19
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,87.41,30,ALOS,6,2,1,3,4,6,ELD_AVG,6.49,5.56,3.34,5.75,5.77,6.49
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,87.41,31,ALOS,5,2,1,3,4,6,ELD_STD,8.55,7.59,4.47,7.91,8.03,9.04
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,87.41,32,ALOS,3,2,1,4,5,6,ELD_RMSE,8.7,7.76,5.62,9.55,11.02,12.92
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,87.41,33,ALOS,3,2,1,4,5,6,ELD_MAE,6.59,5.73,4.45,7.39,8.82,10.34
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,STEEP,87.41,34,ALOS,3,2,1,4,5,6,ELD_LE90,13.86,12.12,8.51,14.64,16.53,19.54
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,11.99,35,COP,5,1,2,3,4,6,ELD_AVG,4.17,2.7,2.95,3.47,3.71,4.6
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,11.99,36,COP,5,1,3,2,4,6,ELD_STD,5.27,3.55,4.87,4.66,4.9,6.86
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,11.99,37,COP,3,1,4,2,5,6,ELD_RMSE,6.21,3.59,6.48,5.95,7.65,8.96
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,11.99,38,COP,2,1,4,3,5,6,ELD_MAE,4.55,2.71,4.9,4.88,6.63,7.02
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FLAT,11.99,39,COP,4,1,2,3,5,6,ELD_LE90,10.75,5.7,8.36,9.21,11.5,13.68
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.3,40,COP,2,1,3,4,5,6,ELD_AVG,2.39,2.31,2.65,2.96,3.01,3.48
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.3,41,COP,2,1,6,3,4,5,ELD_STD,3.12,3.02,5.39,3.71,3.8,5.31
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.3,42,FABDEM,1,2,5,3,6,4,ELD_RMSE,3.55,3.57,8.16,6.64,8.99,7.04
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.3,43,FABDEM,1,2,5,3,6,4,ELD_MAE,2.8,2.83,7.31,5.77,8.21,5.95
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,URBAN,1.3,44,COP,2,1,3,5,6,4,ELD_LE90,5.61,5.59,9.45,10.02,12.94,9.94
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,70.63,45,ALOS,5,2,1,4,3,6,ELD_AVG,5.97,5.2,3.16,5.47,5.45,6.16
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,70.63,46,ALOS,5,2,1,4,3,6,ELD_STD,7.72,6.95,4.01,7.3,7.26,8.25
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,70.63,47,ALOS,3,2,1,4,5,6,ELD_RMSE,8.44,6.98,4.88,8.63,9.87,12.61
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,70.63,48,ALOS,3,2,1,4,5,6,ELD_MAE,6.56,5.22,3.96,6.77,8.05,10.31
la_palma,N28UW018B,28.55,-17.85,952.47,37.05,7.39,1940.44,61.6,1.14,DSM,FOREST,70.63,49,ALOS,4,2,1,3,5,6,ELD_LE90,13.77,11.3,7.87,13.74,15.32,19.28
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,50,ALOS,2,4,1,5,3,6,ELD_AVG,9.45,10.54,6.05,10.6,10.46,12.51
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,51,ALOS,2,3,1,5,4,6,ELD_STD,14.89,15.45,11.52,16.43,16.26,18.45
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,52,FABDEM,1,3,2,4,5,6,ELD_RMSE,15.02,17.12,16.96,20.23,21.33,23.94
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,53,FABDEM,1,2,3,4,5,6,ELD_MAE,9.23,10.47,12.89,13.58,15.17,16.77
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,ALL,100,54,FABDEM,1,3,2,4,5,6,ELD_LE90,21.42,25.95,21.81,30.16,31.63,36.06
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,71.79,55,ALOS,2,3,1,5,4,6,ELD_AVG,11.82,12.33,7.28,12.77,12.56,14.4
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,71.79,56,ALOS,2,3,1,5,4,6,ELD_STD,17.28,17.54,13.24,18.83,18.62,20.77
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,71.79,57,FABDEM,1,3,2,4,5,6,ELD_RMSE,17.55,20.01,18.97,23.33,24.4,27.44
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,71.79,58,FABDEM,1,2,3,4,5,6,ELD_MAE,11.76,13.48,14.18,16.17,17.62,19.95
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,STEEP,71.79,59,ALOS,2,3,1,4,5,6,ELD_LE90,24.29,29.36,24.18,34.64,36.08,40.66
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,28.21,60,ALOS,2,3,1,4,5,6,ELD_AVG,2.76,2.79,1.86,3.08,3.13,4.48
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,28.21,61,ALOS,2,3,1,4,5,6,ELD_STD,3.91,4.18,3.41,4.44,4.46,6.63
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,28.21,62,FABDEM,1,2,5,3,4,6,ELD_RMSE,3.99,4.47,10.12,8.15,9.9,10.73
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,28.21,63,FABDEM,1,2,6,3,5,4,ELD_MAE,2.79,2.81,9.58,6.97,8.92,8.67
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FLAT,28.21,64,COP,2,1,4,3,5,6,ELD_LE90,6.38,6.17,12.01,11.79,13.7,16.31
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,65,FABDEM-ALOS,2,3,2,5,4,6,ELD_AVG,1.72,1.76,1.73,2.08,2.04,2.5
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,66,FABDEM,1,2,5,4,3,6,ELD_STD,2.31,2.33,3.14,2.67,2.63,3.23
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,67,FABDEM,1,2,6,3,5,4,ELD_RMSE,2.38,2.47,10.13,6.76,9.05,7.09
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,68,FABDEM,1,2,6,3,5,4,ELD_MAE,1.77,1.84,9.73,6.23,8.66,6.4
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,URBAN,3.97,69,FABDEM,1,2,6,3,5,4,ELD_LE90,3.91,4.06,12.16,9.59,11.97,10.23
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FOREST,86.03,70,ALOS,2,3,1,5,4,6,ELD_AVG,10.31,11.17,6.54,11.37,11.22,13.2
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FOREST,86.03,71,ALOS,2,3,1,5,4,6,ELD_STD,15.76,16.19,12.24,17.32,17.14,19.3
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FOREST,86.03,72,FABDEM,1,3,2,4,5,6,ELD_RMSE,15.9,18.15,17.77,21.39,22.46,25.35
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FOREST,86.03,73,FABDEM,1,2,3,4,5,6,ELD_MAE,10.11,11.52,13.39,14.53,16.05,18.11
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DTM,FOREST,86.03,74,FABDEM,1,3,2,4,5,6,ELD_LE90,22.45,27.17,22.79,31.7,33.24,37.85
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,ALL,100,75,ALOS,5,2,1,4,3,6,ELD_AVG,10.2,9.45,5.42,9.83,9.82,11.02
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,ALL,100,76,ALOS,3,2,1,5,4,6,ELD_STD,16.23,15.76,11.78,16.8,16.73,18.17
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,ALL,100,77,ALOS,3,2,1,4,5,6,ELD_RMSE,16.85,15.79,13.18,17.61,18.24,20.16
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,ALL,100,78,ALOS,3,2,1,4,5,6,ELD_MAE,10.7,9.36,7.95,10.8,11.81,12.95
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,ALL,100,79,ALOS,3,2,1,4,5,6,ELD_LE90,23.68,21.53,12.17,23.81,24.69,28.8
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,STEEP,72.71,80,ALOS,5,2,1,4,3,6,ELD_AVG,12.4,11.92,6.43,12.37,12.29,13.55
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,STEEP,72.71,81,ALOS,3,2,1,5,4,6,ELD_STD,18.67,18.25,13.55,19.45,19.34,20.91
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,STEEP,72.71,82,ALOS,3,2,1,4,5,6,ELD_RMSE,19.32,18.32,14.64,20.27,20.82,23.13
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,STEEP,72.71,83,ALOS,4,2,1,3,5,6,ELD_MAE,13.11,11.89,8.21,12.96,13.7,15.43
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,STEEP,72.71,84,ALOS,3,2,1,4,5,6,ELD_LE90,27.1,24.34,14.17,27.98,28.98,33.66
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FLAT,27.29,85,ALOS,6,2,1,3,4,5,ELD_AVG,3.95,2.49,2.25,3.11,3.3,3.62
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FLAT,27.29,86,ALOS,6,2,2,3,4,5,ELD_STD,5.86,4.2,4.19,4.98,5.13,5.7
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FLAT,27.29,87,COP,3,1,6,2,5,4,ELD_RMSE,6.8,4.35,8.06,6.46,8.01,8
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FLAT,27.29,88,COP,2,1,6,3,5,4,ELD_MAE,4.29,2.61,7.23,5.05,6.78,6.36
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FLAT,27.29,89,COP,4,1,3,2,5,6,ELD_LE90,10.92,5.53,9.64,8.79,10.94,11.23
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,URBAN,3.97,90,ALOS,2,3,1,5,5,6,ELD_AVG,1.8,1.82,1.6,2.1,2.11,2.37
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,URBAN,3.97,91,FABDEM-COP,2,2,5,3,4,6,ELD_STD,2.43,2.43,3.05,2.72,2.74,3.08
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,URBAN,3.97,92,COP,2,1,6,3,5,4,ELD_RMSE,2.5,2.46,8.97,5.74,7.98,6.01
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,URBAN,3.97,93,COP,2,1,6,3,5,4,ELD_MAE,1.87,1.85,8.55,5.15,7.52,5.3
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,URBAN,3.97,94,COP,2,1,5,3,6,4,ELD_LE90,4.03,3.99,10.58,8.42,10.88,8.81
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FOREST,86.03,95,ALOS,5,2,1,4,4,6,ELD_AVG,10.94,10.3,5.78,10.73,10.72,11.95
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FOREST,86.03,96,ALOS,3,2,1,5,4,6,ELD_STD,17.07,16.62,12.46,17.77,17.67,19.17
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FOREST,86.03,97,ALOS,3,2,1,4,5,6,ELD_RMSE,17.82,16.65,13.68,18.54,19.11,21.27
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FOREST,86.03,98,ALOS,4,2,1,3,5,6,ELD_MAE,11.75,10.21,7.9,11.46,12.33,13.87
la_palma,N28VW018B,28.65,-17.85,991.33,42.3,11.66,1760.41,86.08,3.97,DSM,FOREST,86.03,99,ALOS,3,2,1,4,5,6,ELD_LE90,25.09,22.56,12.69,25.29,26.16,30.56
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,ALL,100,100,ALOS,4,3,1,5,2,6,ELD_AVG,11.43,11.41,4.36,11.51,11.3,14.39
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,ALL,100,101,ALOS,3,2,1,5,4,6,ELD_STD,17.22,16.8,11.36,18.07,17.3,20.36
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,ALL,100,102,ALOS,2,3,1,4,5,6,ELD_RMSE,17.25,17.68,15.8,20.87,22.2,24.43
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,ALL,100,103,FABDEM,1,3,2,4,5,6,ELD_MAE,11.32,11.4,11.34,13.32,15.71,16.93
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,ALL,100,104,ALOS,2,3,1,4,5,6,ELD_LE90,22.88,25.69,17.24,28.92,32.37,38.01
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,STEEP,89.31,105,ALOS,5,4,1,4,2,6,ELD_AVG,12.06,11.98,4.55,11.98,11.74,14.83
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,STEEP,89.31,106,ALOS,4,2,1,5,3,6,ELD_STD,17.79,17.4,11.84,18.56,17.75,20.92
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,STEEP,89.31,107,ALOS,2,3,1,4,5,6,ELD_RMSE,17.84,18.39,16.29,21.54,22.86,25.45
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,STEEP,89.31,108,ALOS,2,3,1,4,5,6,ELD_MAE,11.97,12.2,11.56,14.04,16.38,18.05
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,STEEP,89.31,109,ALOS,2,3,1,4,5,6,ELD_LE90,23.74,26.64,17.71,30.09,33.41,39.24
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FLAT,10.23,110,ALOS,3,2,1,4,5,6,ELD_AVG,4.6,4.33,2.22,5.05,5.1,6.72
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FLAT,10.23,111,ALOS,3,2,1,5,4,6,ELD_STD,7.48,7.24,4.03,7.93,7.91,10.62
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FLAT,10.23,112,COP,2,1,4,3,6,5,ELD_RMSE,7.71,7.37,10.39,9.65,12.04,11.81
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FLAT,10.23,113,COP,2,1,6,3,5,4,ELD_MAE,5.09,4.1,9.58,6.41,9.37,7.28
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FLAT,10.23,114,COP,2,1,3,4,6,5,ELD_LE90,10.31,9,12.9,13.85,17.29,16.85
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,URBAN,0.14,115,ALOS,5,4,1,2,3,6,ELD_AVG,4.74,4.72,1.37,4.58,4.61,6.36
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,URBAN,0.14,116,ALOS,4,5,1,3,3,6,ELD_STD,5.96,5.98,1.91,5.71,5.72,11.21
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,URBAN,0.14,117,FABDEM,1,2,4,3,5,6,ELD_RMSE,6.56,6.89,9.88,9.29,12.31,14.86
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,URBAN,0.14,118,FABDEM,1,2,4,3,6,5,ELD_MAE,4.84,5.09,9.7,7.54,11.02,9.87
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,URBAN,0.14,119,FABDEM,1,2,3,4,6,5,ELD_LE90,11.22,11.7,12.07,15.85,20.65,16.35
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FOREST,89.53,120,ALOS,4,5,1,2,3,6,ELD_AVG,10.68,10.8,3.98,10.55,10.56,13.69
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FOREST,89.53,121,ALOS,4,2,1,5,3,6,ELD_STD,15.65,15.49,10.04,15.88,15.57,18.85
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FOREST,89.53,122,ALOS,2,3,1,4,5,6,ELD_RMSE,15.65,16.28,15.01,18.65,20.55,23.12
la_palma,N28XW018A,28.75,-17.95,1056.58,47.68,15.06,2264.94,81.52,0.13,DTM,FOREST,89.53,123,FABDEM,1,2,3,4,5,6,ELD_MAE,10.67,10.79,11.28,12.42,14.98,16.39
