AREA,DEMIX_TILE,LAT,LONG,AVG_ELEV,AVG_SLOPE,AVG_ROUGH,RELIEF,FOREST_PC,URBAN_PC,REF_TYPE,LAND_TYPE,REC_ID,BEST_DEM,CRITERION,FABDEM,COP,ALOS,NASA,SRTM,ASTER
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DTM,FOREST,498,FABDEM,ELD_STD,3.88,5.6,5.73,5.34,5.61,5.53
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DTM,FOREST,498,FABDEM,ELD_RMSE,4.96,8.5,8.25,6.55,8.61,6.36
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DTM,FOREST,498,FABDEM,ELD_MAE,3.53,6.53,6.03,4.78,6.76,4.83
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DTM,FOREST,498,FABDEM,ELD_LE90,8.44,14.1,12.71,10.92,13.77,10.49
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,ALL,500,ALOS,ELD_AVG,6.67,6.09,3.45,6.76,6.85,7.74
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,ALL,500,ALOS,ELD_STD,38.92,38.89,6.63,38.89,38.93,39.09
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,ALL,500,ALOS,ELD_RMSE,39.23,38.92,6.63,38.9,38.99,39.09
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,ALL,500,ALOS,ELD_MAE,9.04,6.53,3.45,6.97,6.68,7.72
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,ALL,500,ALOS,ELD_LE90,15.41,10.61,8.15,11,10.68,12.24
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,STEEP,502,ALOS,ELD_AVG,7.42,7.32,6.31,7.51,7.66,8.21
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,STEEP,502,FABDEM,ELD_STD,10.57,10.73,10.88,11.12,11.35,11.71
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,STEEP,502,ALOS,ELD_RMSE,14.94,12.31,10.87,11.68,11.38,12.1
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,STEEP,502,ALOS,ELD_MAE,10.92,7.91,6.31,7.73,7.59,8.4
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,STEEP,502,ALOS,ELD_LE90,23.14,18.67,16.34,16.93,16.71,18.11
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FLAT,501,ALOS,ELD_AVG,4.15,3.44,2.72,3.94,4.01,5.03
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FLAT,501,ALOS,ELD_STD,6.02,5.36,4.99,5.85,5.97,6.9
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FLAT,501,ALOS,ELD_RMSE,8.48,6.01,5,6.29,5.98,7.06
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FLAT,501,ALOS,ELD_MAE,6.17,3.77,2.72,4.37,4.04,5.14
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FLAT,501,ALOS,ELD_LE90,12.85,8.13,6.07,9.21,8.76,10.66
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,URBAN,504,ALOS,ELD_AVG,5.07,4.42,3.51,4.72,4.81,5.72
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,URBAN,504,ALOS,ELD_STD,7.54,7.09,6.77,7.39,7.54,8.23
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,URBAN,504,ALOS,ELD_RMSE,10.34,7.91,6.78,7.82,7.54,8.42
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,URBAN,504,ALOS,ELD_MAE,7.3,4.72,3.51,5.1,4.83,5.83
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,URBAN,504,ALOS,ELD_LE90,15.56,10.78,8.33,10.98,10.75,12.21
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FOREST,503,ALOS,ELD_AVG,4.73,3.35,3.09,4.63,4.64,4.92
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FOREST,503,ALOS,ELD_STD,5.78,4.61,4.06,5.89,5.96,6.34
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FOREST,503,ALOS,ELD_RMSE,7.95,5.09,5.08,7.57,6.28,8.33
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FOREST,503,COP,ELD_MAE,5.95,3.67,3.74,5.92,4.82,6.69
brazil2,S24TW047D,-23.55,-46.65,746.83,5.34,2.29,833.26,1.27,91.8,DSM,FOREST,503,COP,ELD_LE90,13.43,8.35,8.36,12.99,10.68,13.3
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,ALL,555,ALOS,ELD_AVG,2.57,2.09,1.64,2.31,2.4,4.56
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,ALL,555,COP,ELD_STD,3.37,2.76,2.86,3.06,3.19,5.9
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,ALL,555,FABDEM,ELD_RMSE,3.64,3.82,4.7,4.04,6.16,8.23
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,ALL,555,FABDEM,ELD_MAE,2.59,3,3.78,3.16,5.37,6.61
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,ALL,555,ALOS,ELD_LE90,6.32,6.02,5.97,6.34,9.1,13.23
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,STEEP,557,ALOS,ELD_AVG,3.58,3.88,1.68,3.41,3.63,5.92
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,STEEP,557,ALOS,ELD_STD,4.64,4.82,2.56,4.3,4.57,7.4
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,STEEP,557,ALOS,ELD_RMSE,4.98,6.11,4.85,5.4,7.46,9.98
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,STEEP,557,FABDEM,ELD_MAE,3.92,4.9,4.18,4.32,6.27,8.09
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,STEEP,557,ALOS,ELD_LE90,7.97,9.83,6.55,8.76,11.72,16.28
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FLAT,556,ALOS,ELD_AVG,2.52,2.01,1.63,2.26,2.35,4.5
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FLAT,556,COP,ELD_STD,3.3,2.64,2.88,3,3.12,5.84
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FLAT,556,FABDEM,ELD_RMSE,3.57,3.71,4.7,3.97,6.11,8.16
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FLAT,556,FABDEM,ELD_MAE,2.54,2.92,3.77,3.11,5.34,6.56
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FLAT,556,COP,ELD_LE90,6.22,5.86,5.93,6.24,8.99,13.11
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,URBAN,559,ALOS,ELD_AVG,2.57,2.05,1.6,2.27,2.36,4.51
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,URBAN,559,COP,ELD_STD,3.35,2.7,2.82,3.01,3.14,5.83
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,URBAN,559,FABDEM,ELD_RMSE,3.63,3.79,4.71,4.01,6.16,8.22
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,URBAN,559,FABDEM,ELD_MAE,2.59,2.99,3.81,3.14,5.39,6.62
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,URBAN,559,ALOS,ELD_LE90,6.32,5.98,5.96,6.3,9.07,13.22
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FOREST,558,ALOS,ELD_AVG,3.11,3.52,2.79,3.56,3.67,5.2
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FOREST,558,FABDEM,ELD_STD,3.99,4.72,4.52,4.75,5.01,6.8
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FOREST,558,FABDEM,ELD_RMSE,4.2,6.03,5.2,5.67,7.5,7.46
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FOREST,558,ALOS,ELD_MAE,3.15,4.29,3.13,4.08,5.93,5.78
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DTM,FOREST,558,ALOS,ELD_LE90,7.4,9.93,6.46,9.53,12.3,12.96
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,ALL,560,ALOS,ELD_AVG,3.49,2.68,1.8,2.96,3.03,4.79
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,ALL,560,ALOS,ELD_STD,4.82,4.08,3.47,4.33,4.42,6.4
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,ALL,560,ALOS,ELD_RMSE,7.83,4.62,3.64,4.85,4.44,6.46
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,ALL,560,ALOS,ELD_MAE,6.32,3.13,1.94,3.42,3.08,4.84
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,ALL,560,ALOS,ELD_LE90,11.84,6.19,3.77,6.77,6.29,10.17
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,STEEP,562,ALOS,ELD_AVG,4.85,4.9,3.56,4.73,4.87,6.61
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,STEEP,562,ALOS,ELD_STD,6.99,7.06,6.58,6.92,7.04,8.88
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,STEEP,562,ALOS,ELD_RMSE,10.52,7.71,6.81,7.5,7.04,8.92
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,STEEP,562,ALOS,ELD_MAE,8.16,5.23,3.57,5.05,4.84,6.68
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,STEEP,562,ALOS,ELD_LE90,15.51,11,8.88,10.86,10.28,13.93
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FLAT,561,ALOS,ELD_AVG,3.31,2.43,1.61,2.76,2.83,4.59
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FLAT,561,ALOS,ELD_STD,4.48,3.6,2.92,3.94,4.02,6.06
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FLAT,561,ALOS,ELD_RMSE,7.49,4.15,3.1,4.47,4.06,6.13
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FLAT,561,ALOS,ELD_MAE,6.12,2.9,1.75,3.24,2.89,4.64
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FLAT,561,ALOS,ELD_LE90,11.52,5.74,3.43,6.45,5.9,9.7
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,URBAN,564,ALOS,ELD_AVG,3.46,2.66,1.77,2.93,3,4.74
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,URBAN,564,ALOS,ELD_STD,4.79,4.06,3.43,4.29,4.38,6.31
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,URBAN,564,ALOS,ELD_RMSE,7.85,4.6,3.59,4.81,4.41,6.39
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,URBAN,564,ALOS,ELD_MAE,6.35,3.11,1.9,3.38,3.05,4.8
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,URBAN,564,ALOS,ELD_LE90,11.87,6.13,3.65,6.68,6.22,10.07
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FOREST,563,ALOS,ELD_AVG,4.74,4.04,3.78,4.54,4.67,6.28
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FOREST,563,ALOS,ELD_STD,6.91,6.12,6.05,6.68,6.78,8.63
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FOREST,563,SRTM,ELD_RMSE,9.02,6.98,7.8,7.8,6.95,9.53
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FOREST,563,COP,ELD_MAE,6.44,4.6,5.17,5.45,4.67,6.92
brazil2,S24TW047F,-23.55,-46.55,756.76,7.44,2.74,116.1,0.7,94.66,DSM,FOREST,563,COP,ELD_LE90,13.1,9.61,9.98,11.33,10.05,14.82
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,ALL,615,ALOS,ELD_AVG,3.74,3.19,2.36,3.26,3.36,4.7
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,ALL,615,ALOS,ELD_STD,5.36,4.97,4.34,5.15,5.25,6.57
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,ALL,615,COP,ELD_RMSE,5.78,5.58,5.77,5.74,7.22,7.4
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,ALL,615,COP,ELD_MAE,4.15,3.51,4,3.68,5.38,5.37
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,ALL,615,ALOS,ELD_LE90,9.2,7.47,6.81,7.58,10.05,11.06
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,STEEP,617,ALOS,ELD_AVG,6.13,6.72,5.05,6.06,6.19,7.3
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,STEEP,617,ALOS,ELD_STD,8.66,9.16,7.42,8.44,8.53,10
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,STEEP,617,FABDEM,ELD_RMSE,8.66,10.71,9.78,9.85,11.42,11.22
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,STEEP,617,FABDEM,ELD_MAE,6.11,7.54,6.64,6.86,8.47,7.98
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,STEEP,617,FABDEM,ELD_LE90,12.24,17.21,14.78,15.68,18.27,17.38
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FLAT,616,ALOS,ELD_AVG,3.35,2.45,1.82,2.7,2.79,4.23
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FLAT,616,ALOS,ELD_STD,4.4,3.5,3.31,4.16,4.26,5.7
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FLAT,616,COP,ELD_RMSE,5.09,4.03,4.7,4.65,6.19,6.49
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FLAT,616,COP,ELD_MAE,3.8,2.79,3.52,3.12,4.83,4.9
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FLAT,616,ALOS,ELD_LE90,8.67,5.87,5.59,6.24,8.69,10.09
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,URBAN,619,ALOS,ELD_AVG,3.38,2.44,1.55,2.52,2.61,4.2
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,URBAN,619,ALOS,ELD_STD,4.45,3.5,2.61,3.51,3.62,5.59
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,URBAN,619,COP,ELD_RMSE,5.29,3.98,4.18,3.98,5.63,6.39
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,URBAN,619,COP,ELD_MAE,3.97,2.8,3.38,2.91,4.6,4.88
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,URBAN,619,ALOS,ELD_LE90,8.91,5.89,5.36,5.94,8.35,10.03
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FOREST,618,FABDEM,ELD_AVG,5.07,6.39,6.01,6.08,6.21,6.95
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FOREST,618,FABDEM,ELD_STD,6.6,7.93,7.82,7.66,7.8,9.02
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FOREST,618,FABDEM,ELD_RMSE,6.76,10.12,10.67,10.06,11.93,10.4
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FOREST,618,FABDEM,ELD_MAE,5.05,7.5,7.52,7.61,9.49,7.71
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DTM,FOREST,618,FABDEM,ELD_LE90,11.25,17.51,16.74,17.26,19.89,17.12
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,ALL,620,ALOS,ELD_AVG,4.15,3.13,1.81,3.29,3.35,4.83
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,ALL,620,ALOS,ELD_STD,5.76,4.87,3.37,5,5.06,6.77
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,ALL,620,ALOS,ELD_RMSE,9.06,5.39,3.53,5.51,5.06,6.92
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,ALL,620,ALOS,ELD_MAE,7.37,3.69,1.92,3.82,3.36,4.95
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,ALL,620,ALOS,ELD_LE90,13.8,7.44,3.99,7.74,6.97,10.38
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,STEEP,622,ALOS,ELD_AVG,5.72,5.9,3.06,5.21,5.3,6.99
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,STEEP,622,ALOS,ELD_STD,8.59,8.56,5.67,7.73,7.78,9.98
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,STEEP,622,ALOS,ELD_RMSE,11.46,8.91,5.88,8.13,7.78,10.32
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,STEEP,622,ALOS,ELD_MAE,8.93,6.27,3.23,5.66,5.3,7.35
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,STEEP,622,ALOS,ELD_LE90,16.91,12.49,7.18,11.45,10.94,15.48
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FLAT,621,ALOS,ELD_AVG,3.78,2.47,1.5,2.84,2.89,4.3
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FLAT,621,ALOS,ELD_STD,4.85,3.47,2.52,4.11,4.17,5.73
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FLAT,621,ALOS,ELD_RMSE,8.4,4.15,2.68,4.69,4.17,5.85
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FLAT,621,ALOS,ELD_MAE,7,3.08,1.61,3.39,2.9,4.39
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FLAT,621,ALOS,ELD_LE90,13.19,6.13,3.31,6.8,5.92,9.14
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,URBAN,624,ALOS,ELD_AVG,3.8,2.69,1.48,2.87,2.93,4.37
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,URBAN,624,ALOS,ELD_STD,4.94,3.87,2.53,4,4.07,5.9
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,URBAN,624,ALOS,ELD_RMSE,8.58,4.47,2.66,4.59,4.07,5.99
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,URBAN,624,ALOS,ELD_MAE,7.2,3.28,1.57,3.41,2.94,4.45
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,URBAN,624,ALOS,ELD_LE90,13.36,6.53,3.17,6.88,6.05,9.25
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FOREST,623,ALOS,ELD_AVG,5.87,5.32,3.02,5.05,5.11,6.52
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FOREST,623,ALOS,ELD_STD,7.7,7.28,4.69,6.53,6.62,8.63
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FOREST,623,ALOS,ELD_RMSE,10.84,7.79,5.17,7.02,6.62,9.47
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FOREST,623,ALOS,ELD_MAE,8.42,5.72,3.43,5.5,5.11,7.27
brazil2,S24TW047G,-23.55,-46.45,783.83,11.51,4.64,243.56,13.35,80.02,DSM,FOREST,623,ALOS,ELD_LE90,17.51,12.4,7.54,11.29,10.89,15.46
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,ALL,1189,ALOS,ELD_AVG,1.62,1.68,1.1,2.18,2.23,4.35
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,ALL,1189,ALOS,ELD_STD,2.31,2.38,1.62,2.83,2.9,5.57
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,ALL,1189,ALOS,ELD_RMSE,2.38,2.44,2.18,2.83,3.44,9.52
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,ALL,1189,ALOS,ELD_MAE,1.76,1.8,1.68,2.18,2.75,8.08
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,ALL,1189,ALOS,ELD_LE90,3.79,3.88,3.16,4.55,5.54,14.8
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,STEEP,1191,ALOS,ELD_AVG,4.6,4.58,1.51,3.92,4.05,5.9
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,STEEP,1191,ALOS,ELD_STD,5.35,5.36,2.09,4.78,4.91,7.28
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,STEEP,1191,ALOS,ELD_RMSE,5.38,5.43,2.45,4.82,5.04,10.45
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,STEEP,1191,ALOS,ELD_MAE,4.66,4.68,1.82,3.98,4.09,8.53
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,STEEP,1191,ALOS,ELD_LE90,8.19,8.18,3.73,7.79,8.2,17.01
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FLAT,1190,ALOS,ELD_AVG,1.42,1.47,1.07,2.06,2.11,4.25
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FLAT,1190,ALOS,ELD_STD,1.94,2.02,1.58,2.65,2.72,5.44
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FLAT,1190,FABDEM,ELD_RMSE,2.05,2.11,2.16,2.65,3.31,9.46
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FLAT,1190,FABDEM,ELD_MAE,1.58,1.61,1.67,2.06,2.66,8.05
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FLAT,1190,ALOS,ELD_LE90,3.32,3.43,3.13,4.27,5.34,14.66
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FOREST,1192,ALOS,ELD_AVG,2.3,2.85,2.14,2.91,2.97,5.76
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FOREST,1192,ALOS,ELD_STD,3.11,3.77,2.89,3.81,3.89,7.28
uruguay_1,S31RW057F,-30.65,-56.55,256.68,7.5,2.71,166.38,3.2,0,DTM,FOREST,1192,FABDEM,ELD_RMSE,3.11,3.86,4.37,4.07,3.93,12.3
