alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;105.285;109.501;113.188;117.507;120.467;126.595;
N=4;106.197;110.779;114.811;119.561;122.836;129.682;
N=5;106.726;111.522;115.754;120.759;124.230;131.495;
N=6;107.064;111.997;116.365;121.543;125.130;132.679;
N=7;107.299;112.332;116.796;122.092;125.768;133.510;
N=8;107.472;112.575;117.109;122.496;126.232;134.137;
N=9;107.617;112.778;117.362;122.822;126.613;134.615;
N=10;107.720;112.931;117.556;123.068;126.905;135.002;
N=11;107.811;113.057;117.719;123.286;127.154;135.319;
N=12;107.879;113.158;117.851;123.452;127.354;135.597;
N=13;107.942;113.242;117.960;123.584;127.513;135.824;
N=14;107.995;113.321;118.061;123.714;127.664;136.031;
N=15;108.040;113.382;118.140;123.819;127.779;136.147;
N=16;108.077;113.434;118.210;123.918;127.891;136.313;
N=17;108.108;113.480;118.267;123.985;127.966;136.450;
N=18;108.150;113.534;118.334;124.072;128.085;136.589;
N=19;108.176;113.575;118.386;124.144;128.146;136.652;
N=20;108.197;113.607;118.428;124.185;128.204;136.741;
N=21;108.219;113.636;118.474;124.247;128.279;136.813;
N=22;108.243;113.671;118.510;124.292;128.326;136.891;
N=23;108.257;113.697;118.544;124.334;128.370;136.961;
N=24;108.280;113.718;118.571;124.374;128.424;137.020;
