alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=5;292.539;300.551;307.537;315.733;321.352;333.061;
N=6;293.143;301.341;308.500;316.929;322.706;334.770;
N=7;293.513;301.860;309.163;317.744;323.647;335.972;
N=8;293.794;302.264;309.678;318.380;324.373;336.946;
N=9;294.041;302.584;310.070;318.874;324.927;337.620;
N=10;294.292;302.856;310.374;319.230;325.323;338.120;
N=11;294.379;303.036;310.621;319.546;325.702;338.603;
N=12;294.455;303.188;310.843;319.834;326.022;338.980;
N=13;294.580;303.343;311.008;320.045;326.258;339.284;
N=14;294.216;303.033;310.761;319.852;326.127;339.258;
