alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;102.048;106.200;109.828;114.080;116.986;123.014;
N=4;102.951;107.462;111.434;116.116;119.343;126.097;
N=5;103.467;108.187;112.355;117.294;120.703;127.845;
N=6;103.799;108.660;112.966;118.064;121.604;129.036;
N=7;104.032;108.988;113.389;118.608;122.237;129.863;
N=8;104.206;109.240;113.708;119.021;122.703;130.502;
N=9;104.345;109.432;113.952;119.328;123.070;130.971;
N=10;104.444;109.576;114.140;119.579;123.358;131.365;
N=11;104.533;109.701;114.304;119.783;123.596;131.676;
N=12;104.606;109.810;114.441;119.954;123.794;131.917;
N=13;104.667;109.893;114.547;120.098;123.960;132.153;
N=14;104.709;109.956;114.631;120.212;124.097;132.309;
N=15;104.764;110.026;114.718;120.312;124.215;132.483;
N=16;104.799;110.082;114.790;120.403;124.316;132.631;
N=17;104.830;110.126;114.853;120.503;124.435;132.779;
N=18;104.866;110.172;114.902;120.562;124.510;132.873;
N=19;104.888;110.206;114.951;120.619;124.565;132.950;
N=20;104.917;110.240;114.992;120.681;124.646;133.049;
N=21;104.940;110.277;115.036;120.725;124.700;133.139;
N=22;104.955;110.305;115.079;120.780;124.756;133.227;
N=23;104.976;110.327;115.107;120.819;124.806;133.239;
N=24;104.997;110.357;115.145;120.874;124.871;133.329;
