alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;153.455;158.966;163.808;169.499;173.413;181.564;
N=5;154.091;159.847;164.922;170.894;175.014;183.649;
N=6;154.501;160.413;165.633;171.802;176.063;185.008;
N=7;154.795;160.820;166.144;172.449;176.808;185.984;
N=8;155.004;161.119;166.515;172.910;177.340;186.679;
N=9;155.171;161.345;166.809;173.286;177.776;187.221;
N=10;155.300;161.524;167.035;173.576;178.112;187.655;
N=11;155.405;161.669;167.217;173.809;178.381;188.011;
N=12;155.494;161.797;167.381;174.014;178.611;188.285;
N=13;155.572;161.902;167.506;174.170;178.799;188.569;
N=14;155.630;161.986;167.618;174.308;178.957;188.749;
N=15;155.689;162.064;167.714;174.445;179.112;188.951;
N=16;155.734;162.124;167.797;174.549;179.230;189.142;
N=17;155.781;162.192;167.873;174.643;179.342;189.266;
N=18;155.808;162.232;167.936;174.711;179.417;189.394;
N=19;155.835;162.280;167.997;174.792;179.512;189.498;
N=20;155.869;162.325;168.056;174.869;179.586;189.568;
