alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=5;241.042;248.279;254.625;262.058;267.176;277.867;
N=6;241.583;249.003;255.512;263.169;268.455;279.452;
N=7;241.915;249.455;256.106;263.942;269.327;280.584;
N=8;242.173;249.850;256.586;264.502;269.986;281.430;
N=9;242.407;250.145;256.950;264.950;270.481;282.069;
N=10;242.532;250.346;257.209;265.299;270.885;282.594;
N=11;242.666;250.537;257.448;265.592;271.226;282.996;
N=12;242.777;250.693;257.646;265.863;271.516;283.362;
N=13;242.881;250.821;257.797;266.035;271.713;283.679;
N=14;242.918;250.882;257.909;266.180;271.900;283.892;
N=15;243.021;251.026;258.066;266.369;272.101;284.125;
