alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=5;290.542;298.435;305.379;313.526;319.138;330.832;
N=6;291.106;299.231;306.351;314.731;320.495;332.505;
N=7;291.496;299.754;307.002;315.555;321.448;333.763;
N=8;291.761;300.157;307.511;316.178;322.144;334.618;
N=9;292.002;300.475;307.919;316.667;322.701;335.318;
N=10;292.157;300.670;308.185;317.033;323.117;335.914;
N=11;292.331;300.920;308.465;317.358;323.489;336.326;
N=12;292.434;301.081;308.679;317.622;323.799;336.748;
N=13;292.531;301.215;308.837;317.840;324.034;337.074;
N=14;292.619;301.318;308.966;317.984;324.207;337.281;
