alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;232.961;239.752;245.704;252.692;257.492;267.497;
N=5;233.746;240.819;247.035;254.361;259.396;269.938;
N=6;234.247;241.514;247.903;255.445;260.627;271.493;
N=7;234.600;241.998;248.506;256.189;261.490;272.578;
N=8;234.849;242.356;248.955;256.745;262.125;273.385;
N=9;235.065;242.646;249.321;257.199;262.643;274.124;
N=10;235.228;242.861;249.596;257.547;263.054;274.545;
N=11;235.284;242.975;249.794;257.829;263.378;274.957;
N=12;235.456;243.189;250.008;258.062;263.644;275.331;
N=13;235.543;243.314;250.159;258.248;263.862;275.640;
N=14;235.629;243.424;250.304;258.445;264.068;275.913;
N=15;235.696;243.509;250.406;258.565;264.228;276.100;
