alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;82.551;86.275;89.535;93.348;95.957;101.365;
N=4;83.359;87.418;90.996;95.218;98.126;104.207;
N=5;83.824;88.078;91.844;96.303;99.389;105.875;
N=6;84.121;88.506;92.395;97.017;100.220;106.987;
N=7;84.328;88.806;92.782;97.517;100.804;107.743;
N=8;84.491;89.034;93.072;97.885;101.237;108.321;
N=9;84.608;89.201;93.291;98.172;101.578;108.786;
N=10;84.699;89.336;93.465;98.402;101.837;109.122;
N=11;84.776;89.449;93.619;98.595;102.062;109.439;
N=12;84.837;89.535;93.728;98.743;102.234;109.649;
N=13;84.899;89.622;93.838;98.888;102.403;109.882;
N=14;84.943;89.687;93.926;98.988;102.530;110.047;
N=15;84.983;89.743;93.995;99.095;102.661;110.222;
N=16;85.016;89.794;94.062;99.170;102.742;110.350;
N=17;85.048;89.835;94.116;99.248;102.824;110.451;
N=18;85.072;89.879;94.169;99.317;102.905;110.559;
N=19;85.100;89.913;94.222;99.373;102.983;110.636;
N=20;85.122;89.944;94.259;99.416;103.037;110.736;
N=21;85.139;89.971;94.295;99.470;103.099;110.788;
N=22;85.156;89.997;94.323;99.512;103.154;110.866;
N=23;85.174;90.019;94.349;99.547;103.188;110.940;
N=24;85.191;90.042;94.384;99.590;103.239;111.017;
N=25;85.198;90.059;94.407;99.621;103.265;111.046;
N=26;85.216;90.082;94.438;99.665;103.330;111.129;
N=27;85.223;90.090;94.448;99.675;103.340;111.136;
N=28;85.240;90.111;94.475;99.710;103.379;111.182;
