alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;229.801;236.548;242.458;249.408;254.181;264.112;
N=5;230.568;237.606;243.788;251.049;256.061;266.514;
N=6;231.033;238.277;244.641;252.134;257.291;268.089;
N=7;231.404;238.775;245.255;252.889;258.167;269.201;
N=8;231.668;239.133;245.700;253.453;258.798;269.989;
N=9;231.837;239.391;246.037;253.881;259.288;270.680;
N=10;232.011;239.618;246.325;254.215;259.679;271.149;
N=11;232.102;239.792;246.554;254.524;260.033;271.600;
N=12;232.208;239.941;246.741;254.749;260.296;271.926;
N=13;232.301;240.056;246.888;254.946;260.508;272.209;
N=14;232.392;240.173;247.026;255.120;260.716;272.504;
N=15;232.452;240.262;247.123;255.232;260.854;272.712;
