alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=5;250.568;257.935;264.376;271.957;277.165;288.049;
N=6;251.101;258.641;265.257;273.073;278.462;289.710;
N=7;251.438;259.138;265.891;273.848;279.341;290.791;
N=8;251.731;259.536;266.385;274.443;280.009;291.629;
N=9;251.867;259.783;266.724;274.882;280.512;292.308;
N=10;252.061;260.030;267.023;275.259;280.949;292.839;
N=11;252.181;260.206;267.245;275.549;281.288;293.324;
N=12;252.313;260.339;267.414;275.776;281.539;293.631;
N=13;252.398;260.496;267.612;275.994;281.774;293.936;
N=14;252.496;260.611;267.745;276.172;281.984;294.194;
N=15;252.527;260.687;267.856;276.312;282.162;294.416;
