alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;176.890;182.809;188.000;194.103;198.301;207.053;
N=5;177.571;183.745;189.176;195.571;199.986;209.227;
N=6;178.015;184.356;189.945;196.542;201.100;210.663;
N=7;178.320;184.774;190.466;197.211;201.860;211.623;
N=8;178.555;185.099;190.881;197.723;202.461;212.353;
N=9;178.730;185.349;191.185;198.112;202.912;212.975;
N=10;178.866;185.538;191.432;198.417;203.249;213.414;
N=11;178.926;185.676;191.638;198.695;203.585;213.831;
N=12;179.050;185.812;191.797;198.880;203.788;214.121;
N=13;179.138;185.933;191.940;199.068;203.994;214.378;
N=14;179.205;186.025;192.061;199.210;204.159;214.575;
N=15;179.253;186.080;192.148;199.333;204.318;214.788;
N=16;179.284;186.168;192.255;199.470;204.459;214.991;
N=17;179.342;186.240;192.336;199.562;204.572;215.137;
N=18;179.378;186.292;192.397;199.645;204.668;215.289;
