alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;233.957;240.804;246.788;253.819;258.640;268.666;
N=5;234.758;241.882;248.127;255.463;260.508;271.052;
N=6;235.208;242.553;248.986;256.545;261.747;272.676;
N=7;235.583;243.052;249.602;257.318;262.640;273.751;
N=8;235.825;243.403;250.056;257.889;263.295;274.607;
N=9;236.011;243.671;250.393;258.328;263.792;275.261;
N=10;236.184;243.904;250.682;258.670;264.190;275.710;
N=11;236.354;244.090;250.903;258.935;264.482;276.140;
N=12;236.428;244.243;251.104;259.197;264.775;276.529;
N=13;236.519;244.364;251.253;259.393;265.010;276.795;
N=14;236.610;244.479;251.401;259.577;265.207;277.047;
N=15;236.635;244.543;251.478;259.694;265.353;277.284;
