alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;60.641;63.816;66.593;69.842;72.061;76.658;
N=4;61.331;64.809;67.879;71.514;74.018;79.242;
N=5;61.724;65.384;68.626;72.474;75.142;80.770;
N=6;61.976;65.753;69.112;73.111;75.897;81.773;
N=7;62.154;66.013;69.451;73.554;76.412;82.465;
N=8;62.286;66.204;69.701;73.894;76.815;83.014;
N=9;62.389;66.355;69.903;74.145;77.104;83.404;
N=10;62.470;66.478;70.062;74.354;77.349;83.736;
N=11;62.532;66.570;70.184;74.517;77.556;84.020;
N=12;62.589;66.646;70.287;74.654;77.708;84.227;
N=13;62.635;66.714;70.374;74.771;77.845;84.408;
N=14;62.674;66.776;70.456;74.879;77.974;84.573;
N=15;62.707;66.822;70.518;74.958;78.073;84.726;
N=16;62.735;66.868;70.581;75.039;78.159;84.819;
N=17;62.765;66.907;70.629;75.107;78.246;84.960;
N=18;62.782;66.936;70.667;75.158;78.304;85.053;
N=19;62.806;66.972;70.715;75.221;78.378;85.106;
N=20;62.826;66.997;70.746;75.256;78.424;85.206;
N=21;62.839;67.025;70.784;75.313;78.489;85.274;
N=22;62.852;67.042;70.810;75.344;78.537;85.355;
N=23;62.866;67.058;70.828;75.377;78.566;85.392;
N=24;62.883;67.084;70.862;75.414;78.610;85.470;
N=25;62.890;67.098;70.880;75.442;78.652;85.495;
N=26;62.901;67.113;70.903;75.464;78.667;85.533;
N=27;62.913;67.125;70.917;75.487;78.693;85.573;
N=28;62.923;67.143;70.941;75.522;78.739;85.651;
N=29;62.932;67.158;70.956;75.545;78.781;85.701;
N=30;62.938;67.167;70.972;75.563;78.785;85.705;
N=31;62.947;67.181;70.993;75.590;78.814;85.723;
N=32;62.952;67.187;71.004;75.601;78.839;85.757;
N=33;62.957;67.195;71.014;75.618;78.850;85.801;
N=34;62.967;67.205;71.024;75.625;78.849;85.776;
