alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;160.923;166.568;171.526;177.357;181.374;189.750;
N=5;161.577;167.465;172.652;178.771;182.987;191.826;
N=6;161.993;168.047;173.386;179.702;184.065;193.206;
N=7;162.290;168.459;173.901;180.339;184.791;194.134;
N=8;162.508;168.761;174.289;180.837;185.358;194.829;
N=9;162.683;168.996;174.589;181.207;185.796;195.437;
N=10;162.808;169.175;174.808;181.488;186.123;195.883;
N=11;162.920;169.330;175.008;181.740;186.412;196.235;
N=12;163.010;169.462;175.163;181.938;186.635;196.534;
N=13;163.093;169.574;175.307;182.119;186.840;196.780;
N=14;163.162;169.662;175.423;182.263;187.009;197.033;
N=15;163.207;169.734;175.512;182.379;187.149;197.205;
N=16;163.258;169.800;175.600;182.488;187.271;197.367;
N=17;163.300;169.864;175.679;182.591;187.378;197.509;
N=18;163.340;169.919;175.746;182.673;187.470;197.606;
N=19;163.370;169.961;175.803;182.752;187.576;197.729;
