alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=2;30.347;32.077;33.536;35.171;36.240;38.318;
N=3;31.446;33.701;35.670;37.963;39.523;42.717;
N=4;31.931;34.439;36.657;39.280;41.092;44.868;
N=5;32.206;34.863;37.229;40.053;42.012;46.145;
N=6;32.392;35.180;37.709;40.839;43.006;47.315;
N=7;32.505;35.325;37.863;40.913;43.046;47.595;
N=8;32.628;35.527;38.126;41.266;43.469;48.170;
N=9;32.665;35.576;38.207;41.384;43.617;48.397;
N=10;32.681;35.626;38.294;41.519;43.788;48.646;
N=11;32.766;35.733;38.422;41.682;43.977;48.900;
N=12;32.804;35.794;38.507;41.789;44.102;49.091;
N=13;32.836;35.843;38.567;41.883;44.227;49.271;
N=14;32.862;35.883;38.628;41.967;44.323;49.400;
N=15;32.884;35.920;38.678;42.033;44.406;49.501;
N=16;32.903;35.948;38.721;42.091;44.479;49.606;
N=17;32.919;35.978;38.755;42.137;44.536;49.716;
N=18;32.935;36.000;38.792;42.188;44.599;49.796;
N=19;32.950;36.027;38.827;42.234;44.658;49.881;
N=20;32.961;36.043;38.853;42.273;44.694;49.940;
N=21;32.970;36.059;38.873;42.300;44.734;49.975;
N=22;32.986;36.079;38.899;42.329;44.768;50.048;
N=23;32.994;36.094;38.920;42.365;44.807;50.093;
N=24;33.001;36.108;38.939;42.390;44.848;50.150;
N=25;33.012;36.124;38.958;42.416;44.874;50.204;
N=26;33.019;36.133;38.970;42.432;44.889;50.217;
N=27;33.025;36.143;38.985;42.452;44.920;50.256;
N=28;33.030;36.151;39.000;42.480;44.949;50.318;
N=29;33.034;36.161;39.012;42.495;44.966;50.322;
N=30;33.041;36.172;39.023;42.511;44.988;50.353;
N=31;33.047;36.175;39.033;42.519;44.994;50.379;
N=32;33.051;36.187;39.045;42.538;45.026;50.397;
N=33;33.056;36.190;39.053;42.554;45.037;50.427;
N=34;33.060;36.198;39.065;42.566;45.058;50.454;
N=35;33.062;36.204;39.074;42.577;45.066;50.473;
N=36;33.064;36.210;39.081;42.590;45.086;50.483;
N=37;33.073;36.216;39.087;42.600;45.092;50.499;
N=38;33.074;36.219;39.096;42.603;45.106;50.524;
N=39;33.077;36.228;39.105;42.617;45.113;50.540;
N=40;33.080;36.232;39.110;42.633;45.140;50.558;
N=41;33.086;36.237;39.115;42.633;45.136;50.574;
N=42;33.086;36.240;39.124;42.646;45.157;50.585;
N=43;33.088;36.243;39.126;42.650;45.154;50.589;
N=44;33.089;36.247;39.129;42.657;45.167;50.614;
N=45;33.094;36.255;39.143;42.671;45.179;50.621;
N=46;33.098;36.258;39.147;42.676;45.194;50.635;
N=47;33.099;36.257;39.149;42.679;45.194;50.657;
