alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;124.616;129.217;133.236;137.946;141.168;147.840;
N=4;125.616;130.603;134.987;140.147;143.704;151.123;
N=5;126.184;131.394;135.990;141.419;145.170;153.034;
N=6;126.555;131.914;136.651;142.261;146.130;154.290;
N=7;126.812;132.277;137.114;142.847;146.822;155.183;
N=8;127.004;132.545;137.450;143.272;147.295;155.815;
N=9;127.149;132.748;137.709;143.612;147.700;156.361;
N=10;127.270;132.916;137.923;143.878;148.024;156.751;
N=11;127.366;133.050;138.100;144.108;148.279;157.087;
N=12;127.446;133.165;138.253;144.301;148.501;157.353;
N=13;127.511;133.259;138.363;144.433;148.657;157.601;
N=14;127.571;133.344;138.470;144.574;148.816;157.809;
N=15;127.618;133.415;138.559;144.688;148.956;158.004;
N=16;127.662;133.468;138.634;144.780;149.065;158.149;
N=17;127.702;133.531;138.709;144.884;149.171;158.274;
N=18;127.733;133.572;138.763;144.945;149.250;158.357;
N=19;127.767;133.616;138.822;145.025;149.342;158.487;
N=20;127.792;133.650;138.859;145.073;149.395;158.547;
N=21;127.820;133.689;138.911;145.133;149.466;158.671;
N=22;127.843;133.724;138.956;145.188;149.529;158.734;
