alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=2;43.743;45.884;47.703;49.774;51.150;53.884;
N=3;45.063;47.785;50.167;52.952;54.850;58.763;
N=4;45.652;48.652;51.304;54.441;56.601;61.103;
N=5;45.991;49.153;51.963;55.306;57.632;62.510;
N=6;46.200;49.472;52.390;55.874;58.298;63.449;
N=7;46.357;49.707;52.703;56.292;58.798;64.098;
N=8;46.465;49.869;52.922;56.587;59.146;64.583;
N=9;46.553;50.000;53.095;56.815;59.424;64.977;
N=10;46.620;50.101;53.231;56.999;59.641;65.278;
N=11;46.631;50.146;53.307;57.116;59.785;65.492;
N=12;46.721;50.251;53.432;57.271;59.967;65.746;
N=13;46.761;50.314;53.515;57.372;60.089;65.905;
N=14;46.792;50.360;53.580;57.464;60.192;66.039;
N=15;46.822;50.407;53.641;57.545;60.289;66.156;
N=16;46.849;50.445;53.690;57.615;60.379;66.299;
N=17;46.305;49.977;53.278;57.263;60.056;66.022;
N=18;46.888;50.507;53.776;57.724;60.505;66.478;
N=19;46.903;50.528;53.802;57.763;60.554;66.564;
N=20;46.924;50.558;53.845;57.823;60.623;66.636;
N=21;46.935;50.579;53.870;57.852;60.666;66.712;
N=22;46.947;50.598;53.897;57.893;60.708;66.735;
N=23;46.960;50.616;53.921;57.918;60.736;66.813;
N=24;46.971;50.632;53.947;57.956;60.781;66.841;
N=25;46.979;50.647;53.961;57.978;60.812;66.907;
N=26;46.991;50.662;53.983;58.003;60.837;66.928;
N=27;47.000;50.674;53.999;58.027;60.866;67.002;
N=28;47.004;50.681;54.006;58.040;60.887;67.013;
N=29;47.010;50.693;54.022;58.062;60.912;67.038;
N=30;47.021;50.707;54.044;58.089;60.947;67.125;
N=31;47.026;50.715;54.051;58.094;60.955;67.100;
N=32;47.031;50.719;54.062;58.112;60.976;67.160;
N=33;47.038;50.733;54.078;58.133;61.002;67.167;
N=34;47.043;50.739;54.086;58.143;61.013;67.186;
N=35;47.047;50.746;54.100;58.166;61.033;67.216;
N=36;47.053;50.752;54.105;58.173;61.046;67.224;
N=37;47.056;50.761;54.118;58.186;61.057;67.263;
N=38;47.061;50.769;54.127;58.200;61.080;67.277;
N=39;47.064;50.773;54.131;58.210;61.091;67.295;
