alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;227.695;234.405;240.292;247.195;251.951;261.834;
N=5;228.432;235.443;241.606;248.848;253.835;264.237;
N=6;228.934;236.118;242.454;249.918;255.059;265.803;
N=7;229.264;236.609;243.062;250.671;255.920;266.928;
N=8;229.538;236.973;243.517;251.237;256.578;267.730;
N=9;229.687;237.222;243.845;251.673;257.065;268.372;
N=10;229.868;237.462;244.138;252.029;257.452;268.895;
N=11;229.954;237.630;244.377;252.327;257.832;269.348;
N=12;230.090;237.750;244.529;252.520;258.041;269.601;
N=13;230.155;237.894;244.695;252.726;258.263;269.929;
N=14;229.951;237.758;244.611;252.709;258.283;270.005;
N=15;230.311;238.096;244.953;253.046;258.638;270.380;
