alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;193.865;200.061;205.497;211.884;216.282;225.446;
N=5;194.579;201.037;206.713;213.399;218.016;227.661;
N=6;195.040;201.674;207.513;214.395;219.160;229.110;
N=7;195.366;202.118;208.074;215.115;219.979;230.193;
N=8;195.571;202.437;208.491;215.645;220.589;230.945;
N=9;195.755;202.689;208.810;216.048;221.039;231.524;
N=10;195.917;202.909;209.078;216.383;221.411;232.047;
N=11;195.954;203.031;209.268;216.626;221.710;232.419;
N=12;196.098;203.193;209.452;216.854;221.985;232.731;
N=13;196.192;203.317;209.608;217.048;222.187;232.996;
N=14;196.267;203.415;209.719;217.190;222.357;233.236;
N=15;196.321;203.482;209.803;217.327;222.508;233.483;
N=16;196.335;203.554;209.919;217.451;222.665;233.629;
N=17;196.402;203.629;210.015;217.558;222.773;233.747;
