alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;125.689;130.305;134.343;139.074;142.310;149.028;
N=4;126.687;131.691;136.091;141.276;144.836;152.292;
N=5;127.260;132.493;137.111;142.560;146.331;154.240;
N=6;127.626;133.011;137.767;143.395;147.289;155.468;
N=7;127.898;133.382;138.236;143.985;147.982;156.365;
N=8;128.085;133.651;138.574;144.427;148.482;157.046;
N=9;128.237;133.860;138.845;144.756;148.864;157.556;
N=10;128.354;134.030;139.057;145.034;149.183;157.947;
N=11;128.450;134.163;139.229;145.261;149.448;158.302;
N=12;128.528;134.276;139.378;145.458;149.673;158.563;
N=13;128.602;134.376;139.502;145.601;149.842;158.827;
N=14;128.662;134.459;139.609;145.729;149.996;158.987;
N=15;128.699;134.514;139.685;145.840;150.133;159.203;
N=16;128.745;134.572;139.756;145.938;150.246;159.359;
N=17;128.783;134.635;139.825;146.012;150.317;159.442;
N=18;128.820;134.678;139.887;146.091;150.410;159.548;
N=19;128.850;134.723;139.950;146.174;150.515;159.708;
N=20;128.875;134.761;139.999;146.241;150.591;159.783;
N=21;128.902;134.802;140.049;146.291;150.662;159.893;
