alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;155.598;161.145;166.021;171.755;175.711;183.959;
N=5;156.235;162.029;167.136;173.152;177.304;185.981;
N=6;156.644;162.597;167.849;174.056;178.347;187.368;
N=7;156.933;163.000;168.368;174.698;179.093;188.315;
N=8;157.155;163.305;168.745;175.181;179.654;189.026;
N=9;157.318;163.531;169.032;175.550;180.062;189.564;
N=10;157.451;163.719;169.262;175.836;180.392;190.004;
N=11;157.558;163.866;169.455;176.082;180.677;190.384;
N=12;157.641;163.981;169.604;176.272;180.908;190.669;
N=13;157.716;164.089;169.746;176.450;181.103;190.927;
N=14;157.782;164.181;169.852;176.594;181.275;191.170;
N=15;157.837;164.254;169.950;176.703;181.390;191.293;
N=16;157.885;164.320;170.031;176.820;181.522;191.454;
N=17;157.914;164.368;170.103;176.910;181.623;191.569;
N=18;157.944;164.432;170.182;177.018;181.754;191.791;
N=19;157.987;164.484;170.244;177.086;181.825;191.890;
