alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;116.037;120.471;124.347;128.893;132.004;138.446;
N=4;117.000;121.810;126.035;131.020;134.447;141.611;
N=5;117.549;122.579;127.021;132.267;135.891;143.512;
N=6;117.909;123.084;127.658;133.079;136.831;144.707;
N=7;118.157;123.431;128.105;133.649;137.499;145.596;
N=8;118.349;123.701;128.443;134.078;137.983;146.228;
N=9;118.482;123.896;128.694;134.397;138.360;146.741;
N=10;118.599;124.057;128.903;134.670;138.682;147.124;
N=11;118.695;124.190;129.070;134.878;138.907;147.408;
N=12;118.770;124.298;129.209;135.047;139.119;147.718;
N=13;118.835;124.389;129.328;135.200;139.307;147.960;
N=14;118.891;124.470;129.432;135.349;139.455;148.164;
N=15;118.935;124.534;129.509;135.443;139.576;148.308;
N=16;118.983;124.595;129.585;135.546;139.700;148.491;
N=17;119.015;124.642;129.653;135.635;139.805;148.613;
N=18;119.046;124.691;129.710;135.700;139.874;148.731;
N=19;119.077;124.732;129.766;135.781;139.962;148.831;
N=20;119.100;124.767;129.813;135.834;140.025;148.916;
N=21;119.127;124.808;129.857;135.897;140.092;149.010;
N=22;119.149;124.830;129.900;135.942;140.152;149.078;
N=23;119.164;124.857;129.928;135.978;140.195;149.147;
