alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;165.184;170.903;175.924;181.832;185.894;194.352;
N=5;165.848;171.816;177.068;183.267;187.539;196.481;
N=6;166.270;172.400;177.804;184.195;188.605;197.853;
N=7;166.570;172.823;178.340;184.859;189.378;198.831;
N=8;166.798;173.126;178.719;185.344;189.923;199.563;
N=9;166.970;173.366;179.019;185.711;190.350;200.125;
N=10;167.098;173.549;179.252;186.020;190.699;200.569;
N=11;167.210;173.704;179.456;186.271;191.003;200.934;
N=12;167.299;173.826;179.609;186.471;191.227;201.236;
N=13;167.380;173.943;179.748;186.649;191.421;201.504;
N=14;167.452;174.035;179.869;186.794;191.610;201.714;
N=15;167.498;174.098;179.954;186.907;191.725;201.909;
N=16;167.549;174.172;180.047;187.030;191.874;202.085;
N=17;167.592;174.242;180.128;187.122;191.973;202.215;
N=18;167.632;174.292;180.198;187.207;192.081;202.361;
