alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;127.829;132.487;136.556;141.317;144.580;151.377;
N=4;128.831;133.879;138.314;143.544;147.135;154.636;
N=5;129.416;134.696;139.346;144.842;148.637;156.591;
N=6;129.790;135.216;140.011;145.681;149.605;157.860;
N=7;130.052;135.579;140.478;146.281;150.297;158.747;
N=8;130.249;135.857;140.823;146.723;150.807;159.425;
N=9;130.397;136.064;141.092;147.063;151.202;159.954;
N=10;130.522;136.239;141.315;147.343;151.519;160.367;
N=11;130.613;136.369;141.477;147.555;151.776;160.690;
N=12;130.693;136.483;141.627;147.735;151.983;160.964;
N=13;130.767;136.590;141.751;147.896;152.171;161.208;
N=14;130.816;136.657;141.847;148.023;152.320;161.414;
N=15;130.877;136.737;141.945;148.143;152.454;161.581;
N=16;130.911;136.790;142.015;148.239;152.563;161.742;
N=17;130.952;136.849;142.094;148.346;152.678;161.870;
N=18;130.983;136.897;142.154;148.404;152.750;161.971;
N=19;131.015;136.934;142.201;148.475;152.853;162.086;
N=20;131.042;136.974;142.260;148.539;152.926;162.205;
N=21;131.072;137.017;142.300;148.600;152.987;162.286;
