alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;67.250;70.601;73.533;76.963;79.306;84.170;
N=4;67.979;71.642;74.877;78.690;81.329;86.840;
N=5;68.390;72.237;75.649;79.695;82.494;88.379;
N=6;68.659;72.628;76.157;80.352;83.260;89.410;
N=7;68.849;72.901;76.509;80.816;83.813;90.139;
N=8;68.988;73.105;76.776;81.161;84.218;90.682;
N=9;69.095;73.262;76.977;81.426;84.526;91.118;
N=10;69.179;73.382;77.143;81.640;84.790;91.485;
N=11;69.248;73.483;77.272;81.812;84.985;91.750;
N=12;69.306;73.572;77.385;81.960;85.157;91.977;
N=13;69.353;73.634;77.476;82.085;85.302;92.162;
N=14;69.396;73.699;77.557;82.183;85.430;92.343;
N=15;69.435;73.758;77.624;82.279;85.524;92.476;
N=16;69.459;73.793;77.682;82.348;85.611;92.590;
N=17;69.488;73.838;77.743;82.427;85.704;92.686;
N=18;69.513;73.876;77.786;82.485;85.777;92.806;
N=19;69.534;73.906;77.830;82.538;85.839;92.886;
N=20;69.552;73.929;77.861;82.586;85.891;92.962;
N=21;69.573;73.961;77.898;82.626;85.940;93.012;
N=22;69.586;73.980;77.921;82.667;85.997;93.103;
N=23;69.602;74.007;77.960;82.715;86.063;93.182;
N=24;69.616;74.023;77.984;82.745;86.086;93.206;
N=25;69.630;74.044;78.012;82.784;86.121;93.270;
N=26;69.638;74.055;78.024;82.799;86.146;93.314;
N=27;69.651;74.074;78.051;82.833;86.176;93.355;
N=28;69.662;74.090;78.069;82.858;86.211;93.383;
N=29;69.665;74.099;78.086;82.874;86.246;93.434;
N=30;69.674;74.110;78.097;82.888;86.264;93.476;
N=31;69.685;74.123;78.114;82.916;86.280;93.485;
N=32;69.693;74.136;78.128;82.932;86.305;93.502;
