alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=5;285.199;293.104;300.003;308.098;313.662;325.243;
N=6;285.827;293.889;300.958;309.271;314.971;326.905;
N=7;286.169;294.406;301.618;310.084;315.920;328.089;
N=8;286.490;294.816;302.116;310.712;316.644;329.020;
N=9;286.734;295.137;302.511;311.189;317.178;329.702;
N=10;286.924;295.377;302.807;311.568;317.598;330.244;
N=11;287.019;295.561;303.050;311.864;317.941;330.678;
N=12;287.156;295.729;303.257;312.142;318.270;331.064;
N=13;287.272;295.879;303.436;312.351;318.501;331.417;
N=14;287.362;295.997;303.590;312.534;318.712;331.637;
