alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=3;68.350;71.731;74.688;78.148;80.520;85.428;
N=4;69.079;72.769;76.032;79.879;82.532;88.080;
N=5;69.497;73.375;76.811;80.890;83.714;89.636;
N=6;69.770;73.771;77.328;81.555;84.499;90.670;
N=7;69.959;74.047;77.686;82.023;85.036;91.443;
N=8;70.095;74.247;77.953;82.374;85.447;91.975;
N=9;70.207;74.403;78.153;82.634;85.763;92.393;
N=10;70.295;74.532;78.315;82.852;86.013;92.730;
N=11;70.362;74.630;78.448;83.022;86.221;93.012;
N=12;70.420;74.716;78.563;83.164;86.380;93.224;
N=13;70.469;74.786;78.657;83.290;86.529;93.428;
N=14;70.512;74.853;78.736;83.391;86.651;93.598;
N=15;70.551;74.907;78.808;83.497;86.780;93.761;
N=16;70.579;74.946;78.862;83.564;86.858;93.874;
N=17;70.606;74.987;78.915;83.628;86.934;93.979;
N=18;70.628;75.023;78.966;83.694;87.016;94.081;
N=19;70.654;75.056;79.010;83.752;87.070;94.191;
N=20;70.672;75.085;79.045;83.798;87.135;94.274;
N=21;70.688;75.109;79.072;83.841;87.185;94.321;
N=22;70.709;75.136;79.109;83.887;87.227;94.379;
N=23;70.721;75.155;79.136;83.921;87.277;94.445;
N=24;70.731;75.172;79.161;83.959;87.324;94.503;
N=25;70.746;75.191;79.188;83.994;87.360;94.579;
N=26;70.758;75.210;79.210;84.018;87.399;94.595;
N=27;70.770;75.227;79.230;84.043;87.417;94.664;
N=28;70.783;75.245;79.250;84.067;87.448;94.665;
N=29;70.784;75.248;79.263;84.080;87.467;94.707;
N=30;70.794;75.262;79.276;84.118;87.507;94.754;
N=31;70.805;75.277;79.297;84.131;87.528;94.758;
