alpha;	0.100;0.050;0.025;0.010;0.005;0.001;
N=4;209.746;216.189;221.839;228.481;233.033;242.505;
N=5;210.489;217.209;223.119;230.064;234.862;244.877;
N=6;210.968;217.870;223.941;231.096;236.033;246.350;
N=7;211.307;218.323;224.516;231.820;236.866;247.422;
N=8;211.550;218.657;224.930;232.360;237.500;248.239;
N=9;211.726;218.931;225.277;232.791;237.975;248.845;
N=10;211.875;219.132;225.540;233.112;238.361;249.337;
N=11;211.970;219.299;225.753;233.393;238.660;249.723;
N=12;212.086;219.447;225.933;233.615;238.925;250.099;
N=13;212.181;219.574;226.099;233.817;239.142;250.376;
N=14;212.251;219.662;226.203;233.938;239.306;250.588;
N=15;212.324;219.764;226.332;234.114;239.499;250.845;
N=16;212.374;219.822;226.417;234.216;239.622;251.004;
N=17;212.400;219.896;226.515;234.342;239.751;251.114;
