AREA,DEMIX_TILE,DEM,REF_DEM,GRID_FULL,NUM_PITS,NUM_PEAKS,DIFF_PITS,DIFF_PEAKS
uruguay_1,S31RW057F,COP,S31RW057F_1sec_point,100.00,0,0,0,0
uruguay_1,S31RW057F,SRTM_egm2008,S31RW057F_1sec_point,100.00,0,0,0,0
uruguay_1,S31RW057F,ALOS_egm2008,S31RW057F_1sec_area,100.00,0,0,0,0
uruguay_1,S31RW057F,NASA_egm2008,S31RW057F_1sec_point,100.00,0,0,0,0
uruguay_1,S31RW057F,ASTER_egm2008,S31RW057F_1sec_point,100.00,0,0,0,0
uruguay_1,S31RW057F,FABDEM,S31RW057F_1sec_point,100.00,0,0,0,0
