AREA,DEMIX_TILE,DEM,REF_DEM,GRID_FULL,DIFF_MIN,DIFF_Max,DIFF_Mean,DIFF_STDEV,DIFF_SKEW,DIFF_KURT,DIFF_MED,N
italy,N46PE010J,COP,md_italy_1sec_point,100.00,-0.31,-36.68,19.21,-16.78,-0.07,0.06,30.26,149093
italy,N46PE010J,SRTM_egm2008,md_italy_1sec_point,100.00,3.18,-27.91,19.11,-17.07,-0.07,0.06,29.48,149093
italy,N46PE010J,ALOS_egm2008,md_italy_1sec_area,100.00,11.37,-5.27,20.64,-18.06,-0.06,0.07,31.21,149454
italy,N46PE010J,NASA_egm2008,md_italy_1sec_point,100.00,7.18,-27.91,22.14,-17.10,-0.07,0.06,32.47,149093
italy,N46PE010J,ASTER_egm2008,md_italy_1sec_point,100.00,2.18,-37.91,18.20,-16.71,-0.07,0.07,27.41,149093
italy,N46PE010J,FABDEM,md_italy_1sec_point,100.00,1.60,-42.38,9.46,-15.50,-0.05,0.05,16.30,149093
