AREA,DEMIX_TILE,DEM,REF_DEM,GRID_FULL,SMD_MIN,SMD_Max,SMD_Mean,SMD_AVG,SMD_STD,SMD_MEDIAN,SMD_RMSE,SMD_MAE,SMD_AB_MD,N
uruguay_1,S31RW057F,COP,S31RW057F_1sec_point,100.00,-34.89,32.00,0.10,2.07,3.46,-0.01,3.46,2.07,1.07,184080
uruguay_1,S31RW057F,SRTM_egm2008,S31RW057F_1sec_point,100.00,-30.06,29.40,-0.29,3.15,4.30,-0.57,4.31,3.18,2.42,184080
uruguay_1,S31RW057F,ALOS_egm2008,S31RW057F_1sec_area,100.00,-51.89,26.29,-0.46,2.08,3.13,-0.36,3.16,2.10,1.47,184283
uruguay_1,S31RW057F,NASA_egm2008,S31RW057F_1sec_point,100.00,-28.96,28.54,-0.21,3.12,4.24,-0.52,4.25,3.14,2.40,184080
uruguay_1,S31RW057F,ASTER_egm2008,S31RW057F_1sec_point,100.00,-51.36,34.51,-3.48,4.89,6.39,-3.32,7.28,5.65,4.60,184080
uruguay_1,S31RW057F,FABDEM,S31RW057F_1sec_point,100.00,-28.39,19.26,0.40,0.79,1.31,0.28,1.37,0.83,0.51,184080
