AREA,DEMIX_TILE,DEM,REF_DEM,GRID_FULL,SMD_MIN,SMD_Max,SMD_Mean,SMD_AVG,SMD_STD,SMD_MEDIAN,SMD_RMSE,SMD_MAE,SMD_AB_MD,N
italy,N46PE010J,COP,md_italy_1sec_point,100.00,-104.26,122.89,1.82,10.55,14.72,1.00,14.83,10.57,7.55,146876
italy,N46PE010J,SRTM_egm2008,md_italy_1sec_point,100.00,-144.87,140.68,3.46,11.39,15.69,2.40,16.06,11.55,8.48,146876
italy,N46PE010J,ALOS_egm2008,md_italy_1sec_area,100.00,-74.55,105.46,1.54,6.45,9.04,1.06,9.17,6.51,4.65,147089
italy,N46PE010J,NASA_egm2008,md_italy_1sec_point,100.00,-123.39,142.64,3.69,11.34,15.57,2.51,16.00,11.51,8.42,146876
italy,N46PE010J,ASTER_egm2008,md_italy_1sec_point,100.00,-124.43,140.95,3.16,11.37,15.45,2.05,15.77,11.47,8.52,146876
italy,N46PE010J,FABDEM,md_italy_1sec_point,100.00,-119.99,132.20,2.60,7.89,11.54,1.37,11.83,7.93,5.22,146876
